drugA,drugB,meddra,N,type
21600658,21603285,35809076,21,negativo
21604562,21604745,36315381,13,negativo
21600575,21603448,36313534,10,negativo
21603718,21603749,36313605,11,negativo
21600449,21602653,36110552,13,negativo
21600663,21603917,42889847,44,negativo
21601390,21601423,35707920,10,negativo
21603156,21603173,36314766,19,negativo
21604344,21604348,36718312,13,negativo
21602338,21603925,36009898,14,negativo
21602102,21602737,36315575,18,negativo
21603909,21603929,35707930,12,negativo
21603896,21603916,37019358,12,negativo
21601423,21601435,42889647,35,negativo
21604344,21604348,35809072,49,negativo
21604422,21604574,36718179,14,negativo
21601684,21603967,36919230,12,negativo
21602295,21602302,37320154,28,negativo
21600658,21603285,36009895,12,negativo
21600096,21604422,36919230,13,negativo
21601399,21604857,35707763,10,negativo
21603009,21603607,36009724,14,negativo
21602735,21601390,36313524,10,negativo
21601431,21603929,36315486,10,negativo
21602102,21603929,35909571,11,negativo
21601392,21601431,35708642,33,negativo
21603748,21603929,35809361,12,negativo
21600493,21603929,36718229,24,negativo
21602970,21604436,35809327,10,negativo
21603929,21603448,35809207,10,negativo
21603909,21604348,35809327,10,negativo
21603905,21603929,36313153,25,negativo
21603009,21601423,35809054,18,negativo
21604544,21604559,37219871,11,negativo
21602338,21602734,35104691,13,negativo
21601390,21603929,35204948,21,negativo
21601423,21603732,35708038,23,negativo
21600493,21601435,35104877,73,negativo
21603392,1588697,36316012,46,negativo
21604559,21604714,35708208,23,negativo
21601518,21602737,36416501,16,negativo
21604711,21604714,35809327,18,negativo
21601394,21603749,36110347,13,negativo
21601390,21603718,36110918,18,negativo
21601161,21605129,36718347,11,negativo
21602256,21602735,35808976,13,negativo
21602485,21603448,35708208,10,negativo
21604399,21604436,36416500,33,negativo
21600863,1588697,42889536,10,negativo
21602735,21603356,35306246,12,negativo
21603911,21603927,35809011,12,negativo
21601394,21603929,35104691,27,negativo
21600994,21602648,37522181,11,negativo
21602735,21603607,42889495,15,negativo
21602735,21601423,35809082,10,negativo
21603758,21603929,36416501,10,negativo
21603898,21603921,35809115,22,negativo
21604712,21604714,36718347,18,negativo
21601045,21604344,36313524,10,negativo
21603917,21604399,35204948,12,negativo
21604415,21604562,37522220,11,negativo
21604559,21604563,36919045,122,negativo
21604542,21604544,35204948,12,negativo
21601161,21604571,36416563,15,negativo
21602485,21603497,35708202,17,negativo
21604348,21603448,35809076,27,negativo
21603009,21603607,43562937,12,negativo
21603080,21601423,36313534,11,negativo
21601423,21603929,35707897,10,negativo
21603356,21603497,36918902,10,negativo
21603908,21603917,37320205,32,negativo
21602732,21601390,35104074,17,negativo
21601129,21601789,35104884,12,negativo
21604422,21604516,35809327,19,negativo
21601423,21605269,35809054,21,negativo
21602085,21603896,35104877,16,negativo
21603905,21603968,37320205,19,negativo
21602485,21603058,37219871,13,negativo
21604757,21604762,35809076,31,negativo
21600664,21603911,36918858,15,negativo
21603748,21603749,37219897,13,negativo
21601003,21600448,42889379,18,negativo
21600303,21603356,36718132,13,negativo
21601435,21603929,35204970,12,negativo
21600096,21603980,35809131,10,negativo
21604348,21603312,36110597,10,negativo
21600816,21602256,35809327,27,negativo
21603756,21603908,36110874,10,negativo
21604544,21604559,35809310,13,negativo
21601390,21601423,36718586,15,negativo
21604422,21604544,35809059,17,negativo
21602338,21603925,36312568,12,negativo
21601435,21604344,37622449,15,negativo
21602735,21603800,37522220,16,negativo
21603756,21603911,35809115,10,negativo
21600493,21603929,37320197,10,negativo
21603356,21603514,36718132,29,negativo
21601129,21601423,35809082,14,negativo
21602735,21602978,35708202,10,negativo
21600493,21602734,35809054,14,negativo
21601435,21604229,36776613,15,negativo
21603718,21603748,42890355,15,negativo
21604417,21604436,36918942,13,negativo
21603080,21601390,35708202,14,negativo
21600493,21604348,36313476,14,negativo
21602735,21603356,35809054,11,negativo
21602732,21603285,36110922,10,negativo
21603080,21604571,37622449,26,negativo
21600816,21602978,42889536,21,negativo
21604415,21604431,35809076,15,negativo
21603356,21603362,37219959,15,negativo
21601431,21603896,36009901,18,negativo
21603131,21603718,35104877,17,negativo
21603967,21603980,35708139,40,negativo
21601423,21603718,37019425,19,negativo
21600575,21601161,37219907,23,negativo
21603917,21603929,36516802,15,negativo
21602485,21603607,35909449,10,negativo
21601747,21604556,36718235,12,negativo
43534821,21603921,36516818,14,negativo
21603718,21603749,35809361,26,negativo
21603967,21603980,35607066,11,negativo
21601390,21603732,37219850,11,negativo
21604260,21604344,35708202,10,negativo
21600098,21603312,36110597,18,negativo
21604562,21604714,36919059,38,negativo
21600493,21601911,37622449,13,negativo
21603800,21603929,36110630,10,negativo
21601399,21601431,35809327,48,negativo
21601003,21600449,35809059,24,negativo
21602102,21604344,35104074,11,negativo
21601534,21601274,36110986,29,negativo
21602732,21604305,35809054,12,negativo
21602873,21603607,37320212,10,negativo
21603718,21603732,36416595,13,negativo
21602730,21602737,35708067,11,negativo
21601518,21601700,35205240,14,negativo
21604434,21604571,35708208,16,negativo
21603288,21603312,36718132,32,negativo
21602485,21604258,36211303,20,negativo
21601518,21601423,37522220,10,negativo
21600493,21600575,35809054,39,negativo
21601518,21603312,36110597,13,negativo
21602338,21603916,36211179,14,negativo
21602256,21602735,37320205,30,negativo
21602735,21603896,36211179,15,negativo
21602102,21601435,37622449,38,negativo
21603718,21604131,36313524,16,negativo
21603925,21603929,37219907,17,negativo
21602338,21602734,36110918,10,negativo
21602732,21601435,36313524,13,negativo
21602735,21603497,36718132,10,negativo
21601161,21604714,42889536,10,negativo
21603928,21603992,35809076,10,negativo
21600083,21600505,37320158,15,negativo
21601390,21601399,36110915,10,negativo
21600493,21601129,35708208,15,negativo
21603929,21603285,45885904,13,negativo
21604344,21603448,36211492,25,negativo
21600096,21603356,36718132,26,negativo
21600513,21603312,42889536,21,negativo
21600747,21602823,42890557,11,negativo
21602735,21603896,35809072,12,negativo
21602256,21603911,35227885,42,negativo
21600816,21604436,35809054,16,negativo
21603967,21604711,36919230,19,negativo
21602256,21601423,35809022,22,negativo
21601390,21601423,788256,22,negativo
21602737,21604571,35104074,12,negativo
21603131,21603925,36009891,15,negativo
21604431,21604714,36919236,12,negativo
21602732,21603967,35809243,12,negativo
21602256,21604745,36919231,12,negativo
21603905,21603929,36315486,28,negativo
21603131,21604131,35909437,18,negativo
21601390,21603718,36313524,44,negativo
21602504,21603497,35809310,15,negativo
21604344,21604348,35607485,12,negativo
21604529,21604544,35809327,28,negativo
21604344,21603448,35809076,61,negativo
21600493,21603980,37622449,15,negativo
21601518,21604571,35809054,21,negativo
21603009,21603607,36311923,13,negativo
21602734,21603929,36110320,15,negativo
21602735,21602737,36416600,10,negativo
21600084,21603925,35104877,11,negativo
21604431,21604544,36211496,26,negativo
21604431,21604562,36919235,19,negativo
21601518,21604305,37622449,16,negativo
21603718,21603732,37019303,12,negativo
21604888,21603448,36774644,11,negativo
21602978,21603967,35708202,20,negativo
21604516,21604571,36718199,12,negativo
21600097,21603392,42889536,16,negativo
21602102,21602730,36718132,13,negativo
21601423,21603929,35104721,35,negativo
21604422,21604574,36718288,14,negativo
21602895,21604393,37220005,12,negativo
21601747,21604745,37622446,17,negativo
21603718,21603748,35204948,11,negativo
21603732,21603929,36416595,26,negativo
21601423,21603908,35809079,37,negativo
21600096,21600664,35708093,10,negativo
21602737,21603929,35909469,11,negativo
43534853,21605129,42889536,34,negativo
21602732,21601423,35809054,88,negativo
21600098,21603392,36110597,12,negativo
21602735,21603925,35506628,11,negativo
21601003,43534769,35808933,11,negativo
21602730,21601390,35104877,137,negativo
21602102,21601435,35104113,13,negativo
21600575,21603448,36110642,15,negativo
21602735,45893488,35708202,10,negativo
21603851,21603925,35104177,13,negativo
21602485,21603009,36918942,11,negativo
21603980,21603312,35809243,27,negativo
21602737,21601394,36313476,11,negativo
21604431,21604543,36919127,10,negativo
21604344,21604348,36313177,19,negativo
21603917,21603921,35708093,51,negativo
21601161,21605129,36315380,18,negativo
21603019,21603851,36009894,11,negativo
21602256,21603927,35809104,11,negativo
21601911,21603925,35809054,10,negativo
21600096,21604348,36718132,17,negativo
21601423,21603911,36211556,10,negativo
21604559,21604562,35809054,16,negativo
21601423,21603929,35506628,73,negativo
21603160,21603181,42889636,20,negativo
21603924,21603929,36110552,10,negativo
21604418,21604422,42889647,14,negativo
21603312,21603356,37220014,12,negativo
21602737,21601435,35708208,36,negativo
21604432,21604436,35809327,16,negativo
21604543,21604562,35809327,50,negativo
21602338,21603925,42889365,29,negativo
21600493,21601423,35104113,13,negativo
21600513,21602737,36416595,10,negativo
21602102,21603929,36416600,28,negativo
21601399,21601442,35809327,10,negativo
21600493,21602823,35809243,11,negativo
21600965,21602485,35809243,11,negativo
21601423,21603732,37219863,15,negativo
21604559,21604711,35708202,10,negativo
21602338,21602734,35204948,11,negativo
21602338,21602924,36009892,10,negativo
21600083,21603980,35708154,10,negativo
21600493,21601129,35708154,15,negativo
21604399,21604433,36718540,23,negativo
21600098,21602735,35708093,12,negativo
21601518,21604305,35205240,14,negativo
21602732,21603909,35808914,46,negativo
21604543,21604563,36718320,10,negativo
21602485,21603514,35909445,17,negativo
21601003,21601518,35809054,37,negativo
21603082,21601435,37622449,15,negativo
21601390,21603718,36313476,54,negativo
21604415,21604437,36776613,17,negativo
21600493,21604131,36313371,10,negativo
21603135,21603896,36110874,18,negativo
21603897,21603925,36110649,10,negativo
21602102,21604344,35708208,23,negativo
21602096,21603080,35708202,13,negativo
21602734,21603718,36110540,11,negativo
21604399,21604436,35909613,15,negativo
21600575,21604348,35708154,12,negativo
21600718,21600732,42889536,29,negativo
21604422,21604559,35104883,13,negativo
21602735,21603718,35809310,12,negativo
21601431,21603756,35104113,14,negativo
21602653,21604344,35205038,12,negativo
21603929,21603448,37622449,11,negativo
21604422,21604559,36919230,11,negativo
21603082,21603896,37320098,22,negativo
21600096,21604344,35909625,16,negativo
21600083,21603009,35809054,15,negativo
21604571,21604643,43053854,22,negativo
21603135,21603896,35104199,10,negativo
21601699,21602823,36818729,12,negativo
21600098,21601161,42889536,30,negativo
21604516,21604559,36718132,11,negativo
21602256,21603911,35708642,24,negativo
21600663,21602256,35809104,19,negativo
21601423,21603929,35104392,13,negativo
21604431,21604711,42889647,21,negativo
21604562,21604745,36919149,13,negativo
21600493,21600575,36313524,25,negativo
21601390,21603929,35104113,68,negativo
21601670,21604434,36818729,11,negativo
21601518,21601534,36313534,32,negativo
21604559,21604655,35809310,16,negativo
21601390,21604348,37622449,15,negativo
21602921,21604348,35104877,11,negativo
21602256,21603911,36516781,46,negativo
21604422,21604431,42889495,13,negativo
21602295,21603514,37320154,11,negativo
21602730,21603929,36313524,75,negativo
21601423,21601428,35104868,14,negativo
21602735,21604348,35708202,10,negativo
21603908,21603921,36315486,28,negativo
21602735,21601423,36718530,16,negativo
21604711,21604713,35809369,11,negativo
21601423,21604344,36313534,11,negativo
21602256,21603927,36416514,13,negativo
21602734,21601423,37219863,13,negativo
21602102,21603448,36009783,18,negativo
21603911,21603929,43053808,19,negativo
21602734,21603925,36110878,19,negativo
21602732,21603758,36110852,13,negativo
21603164,21603897,37622529,10,negativo
21603732,21603800,36110649,10,negativo
21603905,21603911,35809146,22,negativo
21601390,21603896,36211181,10,negativo
21600493,21602732,36313176,10,negativo
21604344,21603448,42889647,35,negativo
21601435,21603929,37219871,19,negativo
21601399,21603929,36110878,10,negativo
21600399,21604559,36919059,22,negativo
21602737,21603448,35205184,12,negativo
21604559,21604713,36315381,13,negativo
21600996,21600448,37522220,11,negativo
21600493,21601394,37522220,22,negativo
21604436,40255958,36919059,10,negativo
21602737,21604131,36416595,12,negativo
21602730,21601390,36718500,18,negativo
21601435,21603732,35708642,34,negativo
21601129,21603929,36211297,11,negativo
21604344,21603312,35708151,10,negativo
21603131,21604344,36313534,13,negativo
21601518,21604348,35708208,20,negativo
21603909,21603912,36009833,15,negativo
21600575,21605129,37219907,22,negativo
21603080,21601435,35708208,10,negativo
21602102,21601423,35104868,14,negativo
21601423,21603968,37219907,18,negativo
21600493,21604344,35909571,12,negativo
21601390,21603756,37320212,10,negativo
21601432,21603718,35104883,14,negativo
21601518,21604272,36110649,12,negativo
21603081,21601423,35708093,10,negativo
21600493,21604818,42889636,10,negativo
21600493,21602485,36918942,10,negativo
21604090,21604115,36776613,12,negativo
21603082,21601431,36416501,10,negativo
21600575,21604344,36718132,16,negativo
21604544,21604757,36718353,11,negativo
21603009,21603909,35809327,12,negativo
21602256,21603911,35707866,245,negativo
21602102,21603799,35809054,11,negativo
21603917,21604643,35205345,10,negativo
21603967,21603980,36110229,20,negativo
21603748,21603749,37522220,30,negativo
21603732,21603772,35909571,10,negativo
21603154,21603164,42889636,12,negativo
21604713,21604714,36718347,14,negativo
21602735,21603929,35809082,10,negativo
21603929,21605271,35104074,20,negativo
21601390,21604131,35909571,12,negativo
21600493,21603448,36718132,30,negativo
21603967,21603980,35204953,10,negativo
21603749,21603795,35104883,23,negativo
21602735,21602737,35708208,16,negativo
21602256,21603911,36718500,10,negativo
21601392,21603929,37019321,12,negativo
21600083,21603497,35708208,29,negativo
21602732,21603896,45885569,18,negativo
21603929,21603967,35708154,10,negativo
21600083,21601274,37219907,17,negativo
21602730,21601423,35809059,14,negativo
21600575,21604344,36776613,18,negativo
21603019,21603613,36009783,10,negativo
21604431,21604544,36776613,11,negativo
21601423,21601435,36009754,12,negativo
21600493,21602102,36416595,17,negativo
21603967,21604348,35809243,34,negativo
21603908,21603909,36516818,16,negativo
21602256,21603967,35708208,17,negativo
21603161,21603165,36416638,10,negativo
21603019,21603110,36313524,11,negativo
21601390,21601435,36718079,11,negativo
21603908,21603968,35809115,27,negativo
21600096,21603967,36919046,19,negativo
21602734,21601423,35708038,19,negativo
21601423,21603732,36211481,14,negativo
21602730,21601428,36516749,16,negativo
21602732,21603925,36718132,18,negativo
21600575,21603929,36313524,11,negativo
21602732,21603925,35909508,27,negativo
21602735,21603392,37219907,11,negativo
21602256,21601423,36516802,18,negativo
21602102,21602690,36516812,10,negativo
21604556,21604745,37622446,14,negativo
21602338,21603925,37019298,12,negativo
21602734,21603896,35104691,17,negativo
21601399,21601435,35104341,16,negativo
21601390,21603929,36315381,20,negativo
21601394,21605269,35809207,24,negativo
21600100,21604344,35708208,13,negativo
21604260,21604571,35104877,19,negativo
21600747,21601684,42889636,12,negativo
21600096,21602085,37622499,12,negativo
21601423,21603908,35406310,10,negativo
21601423,21603929,35104868,143,negativo
21602732,21603925,35506609,15,negativo
21602732,21601423,36313240,10,negativo
21603718,21603929,36009892,13,negativo
21602338,21603896,45885570,13,negativo
21601518,21604256,36416563,13,negativo
21604544,21604559,36718220,18,negativo
21601003,21602653,36111004,10,negativo
21604415,21604422,36313529,12,negativo
21602256,21602735,35707861,16,negativo
21602734,21603924,35205038,11,negativo
21603732,21603749,35809054,18,negativo
21603967,21604718,36919236,11,negativo
21603756,21603929,37522220,34,negativo
21600083,21601534,37219897,10,negativo
21601394,21603929,36110736,11,negativo
21602730,21602735,35104341,15,negativo
21601392,21603749,37622529,13,negativo
21601423,21604131,35104877,21,negativo
21602485,21602730,36211303,10,negativo
21604543,21604571,36211190,11,negativo
21602256,21603909,36009738,41,negativo
21600096,21600448,36313524,10,negativo
21602102,21603448,35708154,19,negativo
21600096,21600575,42889536,34,negativo
21600448,21601518,36313534,40,negativo
21600484,21604344,35809054,14,negativo
21601390,21601429,35104877,64,negativo
21603718,21603462,36313594,11,negativo
21604272,21604571,35809327,13,negativo
21604344,21603356,35708208,20,negativo
21603285,21603356,36919059,14,negativo
21600448,21603549,36313524,12,negativo
21604422,21604431,36313176,20,negativo
21602085,21603131,36315486,16,negativo
21602734,21603897,35809054,11,negativo
21600719,21600733,35708202,15,negativo
21603256,21603312,35809054,23,negativo
21602256,21603911,36416606,116,negativo
21604399,21604433,36718119,12,negativo
21602485,21602754,36919046,16,negativo
21601789,21604745,37019316,10,negativo
21600493,21604348,35205038,12,negativo
21601390,21601423,36718301,16,negativo
21602732,21601423,37080784,12,negativo
21600100,21600493,35104109,10,negativo
21602732,21602737,35708202,10,negativo
21604460,21604559,35204960,10,negativo
21604260,21603448,35708642,10,negativo
21601390,21601435,35809207,72,negativo
21603082,21603462,36313594,11,negativo
21604434,21604655,36919236,11,negativo
21601003,21600449,36110597,61,negativo
21602873,21604348,35909513,11,negativo
21604399,21604436,35809101,10,negativo
21602338,21601390,42889365,15,negativo
21602820,21604643,43053854,22,negativo
21602338,21602732,37219863,18,negativo
21604433,21604543,37522220,11,negativo
21602102,21602737,36313176,35,negativo
21602338,21602735,36110977,19,negativo
21600493,21600575,37219907,14,negativo
21601394,21603724,36617295,11,negativo
21602737,21604131,35204948,12,negativo
21602338,21603896,42890392,17,negativo
21600083,21603009,37320158,10,negativo
21602102,21601423,35104691,30,negativo
21601399,21603896,35809327,34,negativo
21604571,21604745,36919127,18,negativo
21602734,21603929,37219831,11,negativo
21602338,21602732,36110201,28,negativo
21602730,21601435,36110736,12,negativo
21604417,21604433,35809327,47,negativo
21603967,21604714,36516848,16,negativo
21602485,21603967,35707713,14,negativo
21603312,21603392,36718132,19,negativo
21602485,21604577,36918942,13,negativo
21601399,21601428,36776613,17,negativo
21603895,21603924,35104883,11,negativo
21601129,40255958,37219820,14,negativo
21600718,21602823,36818646,11,negativo
21600816,21604344,36718132,17,negativo
21601423,21603718,36110552,18,negativo
21600493,21604348,36110597,18,negativo
21602732,21603718,36009955,10,negativo
21600575,21604415,35708208,11,negativo
21601423,21603732,36718500,15,negativo
21601423,21601428,36516876,31,negativo
21604757,21604762,36718353,26,negativo
21602732,21603929,45885570,16,negativo
21601423,21604344,35708093,21,negativo
21602102,21601435,36718586,14,negativo
21603924,21604131,35909571,15,negativo
21603732,21603800,36516959,10,negativo
21602256,21603911,35808984,44,negativo
21603967,21603641,35708093,19,negativo
21604393,21604643,36416500,13,negativo
21601423,21603929,36009951,19,negativo
21604543,21604559,37622449,12,negativo
21602256,21603825,36918858,21,negativo
21600575,21601423,35708154,12,negativo
21604422,21604440,37522220,34,negativo
21600535,21602485,35708202,12,negativo
21603980,21604714,36919230,11,negativo
21600083,21603356,35809327,16,negativo
21603909,21603929,788256,14,negativo
21604559,21604714,36918918,11,negativo
21604415,21604559,35506663,10,negativo
21602734,21603896,36416501,18,negativo
21602732,21603925,36416514,19,negativo
21604272,21604571,37622449,23,negativo
21604344,21604436,43053854,11,negativo
21600965,21601003,35708202,28,negativo
21602732,21601431,37522220,46,negativo
21604543,21604711,35809115,14,negativo
21601423,21603929,37622529,297,negativo
21600505,21601518,35708093,16,negativo
21600093,21602800,35205025,25,negativo
21604344,21604348,37220008,11,negativo
21601429,21603929,37019321,10,negativo
21601407,21603718,36313524,14,negativo
21603312,21603392,35205029,12,negativo
21602732,21603929,37622449,14,negativo
21603732,21603748,35708642,10,negativo
21600663,21603917,36516802,15,negativo
21602730,21603929,35809104,15,negativo
21601129,21603929,35808981,29,negativo
21601394,21603718,35909625,11,negativo
21601431,21603851,36009891,11,negativo
21603019,21603082,36009871,10,negativo
21600096,21602823,35809054,12,negativo
21601394,21603929,35104877,78,negativo
21600096,21600484,35708093,14,negativo
21601390,21603718,36416514,39,negativo
21604417,21604433,35204966,13,negativo
40253400,21603929,35708208,10,negativo
21603256,21603312,36718132,21,negativo
21602485,21604344,37219871,60,negativo
21601423,21603909,36718132,28,negativo
21601423,21603929,36617416,14,negativo
21604272,21604643,36718301,12,negativo
21600100,21603800,36416637,14,negativo
21603967,21603980,35909456,27,negativo
21601392,21601431,37622529,13,negativo
21602102,21602737,36718288,14,negativo
21601129,21603929,35809005,156,negativo
21601423,21603911,36516986,13,negativo
21604433,21604574,35809077,10,negativo
21601423,21604571,35708093,12,negativo
21601423,21603718,35104877,138,negativo
21602735,21603086,37320192,10,negativo
21604422,21604562,35708208,14,negativo
21601423,21603929,35708642,181,negativo
21601423,21603911,35809361,14,negativo
21604344,21604348,36312077,21,negativo
21603909,21603448,37522220,49,negativo
21603356,21603497,37320136,10,negativo
21600096,21602102,35708208,12,negativo
21603312,21603505,42889536,20,negativo
21602734,21603929,35506690,18,negativo
21604051,21603641,35708093,23,negativo
21600493,21601161,36110642,14,negativo
21600663,21603968,36516786,19,negativo
21601518,21603924,37019318,11,negativo
21601435,21603718,36110708,10,negativo
21601428,21603800,36416514,17,negativo
21602338,21603925,35707995,15,negativo
21601534,21602648,37219925,11,negativo
21603909,21604344,35708124,14,negativo
21604431,21604433,37320215,15,negativo
21600513,21601518,36313534,13,negativo
21602734,21601390,35708208,19,negativo
21604434,21604436,35104691,15,negativo
21604051,21603641,37019321,14,negativo
21603718,21603851,35104877,39,negativo
21604544,21604712,35205355,12,negativo
21604415,21604543,42889647,18,negativo
21604711,21604718,36211496,19,negativo
21601428,21603929,35104161,13,negativo
21600493,21600816,35809054,12,negativo
21601399,21601431,36919118,14,negativo
21601518,21601534,35809131,14,negativo
21603154,21603164,35708093,12,negativo
21601390,21603929,36718379,15,negativo
21603080,21603607,36110642,13,negativo
21601534,21602648,35708153,10,negativo
21600083,21604415,36776613,11,negativo
21602085,21603131,36110369,10,negativo
21604422,21604542,35204948,12,negativo
21604431,21604436,35708202,18,negativo
21601423,21601435,36313476,48,negativo
21602735,21603908,35708202,53,negativo
21602096,21604857,35809005,13,negativo
21601390,21603924,36718119,16,negativo
21602921,21603082,36416501,12,negativo
21602734,21603925,35104883,43,negativo
21603131,21603718,36110642,10,negativo
21601399,21601423,35809207,37,negativo
21601003,21602653,43053888,11,negativo
21601003,21602653,35809079,32,negativo
21601428,21603929,37220014,11,negativo
21602730,21601423,36311923,10,negativo
21604562,21604711,36718301,12,negativo
21603009,21605269,35104877,10,negativo
21600494,21603732,35104877,12,negativo
21600083,21600575,37622449,12,negativo
21601423,21603718,36110597,46,negativo
21600493,21601423,36416514,14,negativo
21600493,21603497,35708093,12,negativo
21603908,21603911,36517125,43,negativo
21604348,21603448,36416600,13,negativo
21600816,21603967,36718132,18,negativo
21603312,21603356,36919042,26,negativo
21600575,21603929,35708202,11,negativo
21602646,21601435,35104199,10,negativo
21604433,21604529,36315381,12,negativo
21601200,21602732,37622449,21,negativo
21600083,21604348,35708093,13,negativo
21603356,21603514,35205185,11,negativo
21603748,21603749,35104351,20,negativo
21602734,21603929,788256,10,negativo
21601003,21600448,37219907,27,negativo
21601423,21603448,35808914,18,negativo
21601423,21603909,37219907,19,negativo
21604544,21604714,35809369,12,negativo
21602735,21603911,36315486,35,negativo
21603082,21604210,36313550,11,negativo
21600747,21604436,36919118,11,negativo
21602734,21601390,37219863,11,negativo
21600575,21602102,35104877,18,negativo
21603080,21603082,35708093,11,negativo
21604544,21604571,36919235,15,negativo
21604431,21604574,37522220,10,negativo
21602256,21604344,35708154,31,negativo
21602256,21603864,35809054,63,negativo
21601390,21601423,35104746,13,negativo
21601518,21604348,36416595,11,negativo
21600084,21600097,35809310,10,negativo
21604344,21604348,36718353,16,negativo
21601423,21603800,35104304,55,negativo
21604712,21603448,37622529,14,negativo
21601390,21603732,37019261,11,negativo
21603158,21603161,35809330,19,negativo
21601394,21603718,36416606,18,negativo
21603968,21603980,36211492,12,negativo
21602735,21603929,36110888,11,negativo
21603896,21603924,36110552,11,negativo
21601399,21603929,37320212,10,negativo
21604272,21604344,37622449,29,negativo
21601518,21602732,36110649,12,negativo
21603909,21603929,36110933,10,negativo
21604344,21604712,36919236,12,negativo
21601392,21601399,36009894,22,negativo
21602256,21603864,35809243,57,negativo
21602734,21601392,35809327,20,negativo
21600096,21602735,35809243,22,negativo
21602732,21602735,35808914,10,negativo
21602338,21603925,42889495,15,negativo
21604344,21604348,36313221,19,negativo
21602730,21602737,35708154,15,negativo
21603285,21603356,35708208,11,negativo
21602102,21602737,36314494,10,negativo
21603082,21604344,35809054,30,negativo
21601390,21601423,35909469,12,negativo
21600604,21604344,35809054,26,negativo
21603140,21603925,35809054,33,negativo
21603917,21604415,37220005,14,negativo
21604422,21604571,37220005,10,negativo
21600098,21600493,35707713,11,negativo
21600084,21604677,36416501,12,negativo
21603911,21603929,36315380,23,negativo
21602485,21603980,35708202,62,negativo
21601390,21603718,37219865,11,negativo
21602256,21603905,35708164,13,negativo
21603967,21604348,35708100,10,negativo
21601394,21603748,36617218,12,negativo
21602735,21601423,35708156,11,negativo
21604344,21604348,35809039,17,negativo
21601390,21601423,37219921,35,negativo
21600505,21603929,35104125,12,negativo
21601394,21601423,35708202,13,negativo
21604714,21604762,36919235,10,negativo
21601439,21603748,37522220,10,negativo
21601390,21601399,37320212,10,negativo
21604431,21604433,35204948,10,negativo
21604436,21604437,36718530,12,negativo
21601390,21603718,37219868,10,negativo
21600493,21604344,42889647,10,negativo
21602735,21603929,36718379,14,negativo
21604402,21604432,37220005,14,negativo
21601747,21603925,36315575,15,negativo
21601431,21603929,37320212,22,negativo
21602730,21601390,35104236,18,negativo
21601392,21601423,36313176,13,negativo
21602085,21603131,36313605,17,negativo
21600083,21602338,35708038,12,negativo
21601435,21603925,36009891,24,negativo
21600096,21603980,35708154,19,negativo
21600965,21600448,35708208,26,negativo
21600100,21600493,35708208,15,negativo
21603967,21604857,35809243,10,negativo
21601428,21601435,36416568,10,negativo
21601423,21603929,36110918,61,negativo
21602737,21601435,36313436,14,negativo
21601390,21601431,36211181,25,negativo
21600448,21603549,36313534,13,negativo
21603019,21603613,35506628,10,negativo
21603967,21603980,36110930,15,negativo
21603163,21603173,35809330,25,negativo
21602924,21603080,35104877,12,negativo
21600448,21603549,35205038,16,negativo
21604640,21604745,36718298,11,negativo
21601202,21601518,37019318,11,negativo
21602898,21604399,35204948,13,negativo
21603925,21603929,35506609,12,negativo
43534761,21601031,35809054,14,negativo
21602338,21603929,37522220,48,negativo
21603967,21603980,36110933,23,negativo
21604542,21604559,36919158,13,negativo
21601431,21603618,36211181,15,negativo
21601390,21604344,36313476,11,negativo
21603929,21604434,36516812,10,negativo
21600575,21605129,35205038,12,negativo
21603756,21603285,36110852,12,negativo
21601129,21603929,35809054,98,negativo
21603082,21601423,35104113,16,negativo
21602732,21603718,37522220,15,negativo
21604529,21604556,35809327,18,negativo
21602256,21603911,35708564,20,negativo
21600658,21603285,36110922,12,negativo
21603718,21603851,36416595,11,negativo
21603756,21603896,36110597,23,negativo
21600097,21602485,35909445,37,negativo
21601431,21603851,35708642,11,negativo
21602737,21603929,37219863,19,negativo
21602730,21603929,36312077,10,negativo
21600395,21604562,42890557,12,negativo
21600663,21604889,36516818,12,negativo
21602732,21602737,36110649,10,negativo
21603909,21603448,35809054,14,negativo
21603131,21601390,36009891,18,negativo
21604757,21603356,36919098,13,negativo
21604272,21604643,36918937,22,negativo
21600493,21603980,36211492,11,negativo
21601390,21601399,35104199,14,negativo
21602734,21601423,37219831,11,negativo
21600493,21603925,35506628,13,negativo
21602730,21603800,35909511,10,negativo
21603909,21603927,36110918,12,negativo
21601390,21601431,36110652,10,negativo
21601003,21600449,36110540,39,negativo
21602096,21604857,35205184,13,negativo
21601129,21603641,36718530,14,negativo
21603312,21603392,36315380,19,negativo
21602102,21603448,35104883,12,negativo
21601518,21602732,35707864,11,negativo
21602256,21604298,36919230,13,negativo
21602730,21603732,35708642,38,negativo
21600484,21604571,35809054,10,negativo
21603080,21603929,37522220,15,negativo
21604260,21604544,36919230,14,negativo
21603009,21604131,35104877,10,negativo
21601392,21603718,35104397,18,negativo
21601390,21601435,37019318,20,negativo
21601423,21603732,36110597,19,negativo
21600663,21602256,35809115,27,negativo
21602735,21603927,35809076,22,negativo
21603921,21604889,36516781,18,negativo
21602085,21604210,37622499,11,negativo
21602732,21601423,43562937,12,negativo
21602485,21602735,35708208,12,negativo
21604571,21604577,36918942,11,negativo
21603356,21603448,35809054,16,negativo
21600663,21601423,36516802,15,negativo
21601394,21603718,35809310,25,negativo
