atc_concept_id,atc_concept_name,atc_concept_code,ndrugreports,atc4_concept_name,atc4_concept_code,atc3_concept_name,atc3_concept_code,atc2_concept_name,atc2_concept_code,atc1_concept_name,atc1_concept_code
21600093,misoprostol; oral,A02BB01,474,Prostaglandins,A02BB,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A
21600096,omeprazole; systemic,A02BC01,4345,Proton pump inhibitors,A02BC,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A
21600097,pantoprazole; systemic,A02BC02,1313,Proton pump inhibitors,A02BC,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A
21600098,lansoprazole; oral,A02BC03,2558,Proton pump inhibitors,A02BC,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A
21600099,rabeprazole; oral,A02BC04,112,Proton pump inhibitors,A02BC,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A
21600100,esomeprazole; systemic,A02BC05,1550,Proton pump inhibitors,A02BC,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A
21600111,sucralfate; oral,A02BX02,304,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02BX,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A
21600135,dicycloverine; systemic,A03AA07,360,"Synthetic anticholinergics, esters with tertiary amino group",A03AA,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A
21600141,"glycopyrronium bromide; systemic, rectal",A03AB02,301,"Synthetic anticholinergics, quaternary ammonium compounds",A03AB,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A
21600170,alosetron; oral,A03AE01,10,Serotonin receptor antagonists,A03AE,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A
21600171,TEGASEROD,A03AE02,66,,,,,,,,
21600187,silicones; oral,A03AX13,82,Other drugs for functional gastrointestinal disorders,A03AX,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A
21600192,atropine; systemic,A03BA01,74,"Belladonna alkaloids, tertiary amines",A03BA,"BELLADONNA AND DERIVATIVES, PLAIN",A03B,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A
21600193,hyoscyamine; oral,A03BA03,292,"Belladonna alkaloids, tertiary amines",A03BA,"BELLADONNA AND DERIVATIVES, PLAIN",A03B,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A
21600234,digoxin; systemic,C01AA05,594,Digitalis glycosides,C01AA,CARDIAC GLYCOSIDES,C01A,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600250,quinidine; oral,C01BA01,5,"Antiarrhythmics, class Ia",C01BA,"ANTIARRHYTHMICS, CLASS I AND III",C01B,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600251,procainamide; systemic,C01BA02,1,"Antiarrhythmics, class Ia",C01BA,"ANTIARRHYTHMICS, CLASS I AND III",C01B,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600252,disopyramide; systemic,C01BA03,4,"Antiarrhythmics, class Ia",C01BA,"ANTIARRHYTHMICS, CLASS I AND III",C01B,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600261,mexiletine; systemic,C01BB02,7,"Antiarrhythmics, class Ib",C01BB,"ANTIARRHYTHMICS, CLASS I AND III",C01B,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600265,propafenone; systemic,C01BC03,58,"Antiarrhythmics, class Ic",C01BC,"ANTIARRHYTHMICS, CLASS I AND III",C01B,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600266,flecainide; systemic,C01BC04,177,"Antiarrhythmics, class Ic",C01BC,"ANTIARRHYTHMICS, CLASS I AND III",C01B,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600270,amiodarone; systemic,C01BD01,91,"Antiarrhythmics, class III",C01BD,"ANTIARRHYTHMICS, CLASS I AND III",C01B,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600273,dofetilide,C01BD04,3,"Antiarrhythmics, class III",C01BD,"ANTIARRHYTHMICS, CLASS I AND III",C01B,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600283,norepinephrine; parenteral,C01CA03,40,Adrenergic and dopaminergic agents,C01CA,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600284,dopamine; parenteral,C01CA04,53,Adrenergic and dopaminergic agents,C01CA,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600287,dobutamine; parenteral,C01CA07,26,Adrenergic and dopaminergic agents,C01CA,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600297,midodrine; oral,C01CA17,27,Adrenergic and dopaminergic agents,C01CA,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600303,epinephrine; parenteral,C01CA24,1844,Adrenergic and dopaminergic agents,C01CA,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600308,milrinone; parenteral,C01CE02,21,Phosphodiesterase inhibitors,C01CE,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600317,"glyceryl trinitrate; oral, oral aerosol, sublingual, transdermal",C01DA02,57,Organic nitrates,C01DA,VASODILATORS USED IN CARDIAC DISEASES,C01D,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600321,"isosorbide dinitrate; oral, oral aerosol, sublingual, transdermal",C01DA08,17,Organic nitrates,C01DA,VASODILATORS USED IN CARDIAC DISEASES,C01D,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600324,isosorbide mononitrate; oral,C01DA14,14,Organic nitrates,C01DA,VASODILATORS USED IN CARDIAC DISEASES,C01D,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600355,nesiritide; parenteral,C01DX19,1,Other vasodilators used in cardiac diseases,C01DX,VASODILATORS USED IN CARDIAC DISEASES,C01D,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600362,alprostadil; parenteral,C01EA01,71,Prostaglandins,C01EA,OTHER CARDIAC PREPARATIONS,C01E,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600371,adenosine; parenteral,C01EB10,55,Other cardiac preparations,C01EB,OTHER CARDIAC PREPARATIONS,C01E,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600376,ivabradine; oral,C01EB17,73,Other cardiac preparations,C01EB,OTHER CARDIAC PREPARATIONS,C01E,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600377,ranolazine; oral,C01EB18,11,Other cardiac preparations,C01EB,OTHER CARDIAC PREPARATIONS,C01E,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C
21600395,methyldopa (levorotatory); systemic,C02AB01,125,Methyldopa,C02AB,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02A,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C
21600398,clonidine; systemic,C02AC01,168,Imidazoline receptor agonists,C02AC,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02A,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C
21600399,guanfacine; oral,C02AC02,1558,Imidazoline receptor agonists,C02AC,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02A,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C
21600407,mecamylamine,C02BB01,1,Secondary and tertiary amines,C02BB,"ANTIADRENERGIC AGENTS, GANGLION-BLOCKING",C02B,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C
21600411,prazosin; oral,C02CA01,120,Alpha-adrenoreceptor antagonists,C02CA,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",C02C,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C
21600414,doxazosin; oral,C02CA04,51,Alpha-adrenoreceptor antagonists,C02CA,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",C02C,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C
21600429,hydralazine; oral,C02DB02,149,Hydrazinophthalazine derivatives,C02DB,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02D,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C
21600433,minoxidil; oral,C02DC01,81,Pyrimidine derivatives,C02DC,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02D,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C
21600435,nitroprusside; parenteral,C02DD01,18,Nitroferricyanide derivatives,C02DD,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02D,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C
21600448,bosentan; oral,C02KX01,2493,Antihypertensives for pulmonary arterial hypertension,C02KX,OTHER ANTIHYPERTENSIVES,C02K,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C
21600449,ambrisentan; oral,C02KX02,2181,Antihypertensives for pulmonary arterial hypertension,C02KX,OTHER ANTIHYPERTENSIVES,C02K,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C
21600484,"metoclopramide; systemic, rectal",A03FA01,942,Propulsives,A03FA,PROPULSIVES,A03F,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A
21600493,"ondansetron; systemic, rectal",A04AA01,4168,Serotonin (5HT3) antagonists,A04AA,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A
21600494,"granisetron; systemic, transdermal",A04AA02,276,Serotonin (5HT3) antagonists,A04AA,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A
21600496,dolasetron; systemic,A04AA04,8,Serotonin (5HT3) antagonists,A04AA,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A
21600497,palonosetron; systemic,A04AA05,116,Serotonin (5HT3) antagonists,A04AA,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A
21600499,scopolamine,A04AD01,202,Other antiemetics,A04AD,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A
21600503,dronabinol,A04AD10,140,Other antiemetics,A04AD,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A
21600504,nabilone; oral,A04AD11,50,Other antiemetics,A04AD,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A
21600505,aprepitant; systemic,A04AD12,329,Other antiemetics,A04AD,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A
21600512,chenodeoxycholic acid; oral,A05AA01,11,Bile acids and derivatives,A05AA,BILE THERAPY,A05A,BILE AND LIVER THERAPY,A05,ALIMENTARY TRACT AND METABOLISM,A
21600513,ursodeoxycholic acid; oral,A05AA02,668,Bile acids and derivatives,A05AA,BILE THERAPY,A05A,BILE AND LIVER THERAPY,A05,ALIMENTARY TRACT AND METABOLISM,A
21600514,cholic acid,A05AA03,46,Bile acids and derivatives,A05AA,BILE THERAPY,A05A,BILE AND LIVER THERAPY,A05,ALIMENTARY TRACT AND METABOLISM,A
21600534,liquid paraffin; oral,A06AA01,23,"Softeners, emollients",A06AA,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600535,docusate sodium; oral,A06AA02,569,"Softeners, emollients",A06AA,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600539,"bisacodyl; oral, rectal",A06AB02,166,Contact laxatives,A06AB,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600542,castor oil; oral,A06AB05,3,Contact laxatives,A06AB,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600543,senna glycosides,A06AB06,369,Contact laxatives,A06AB,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600555,ispaghula (psylla seeds); oral,A06AC01,54,Bulk-forming laxatives,A06AC,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600559,methylcellulose; oral,A06AC06,12,Bulk-forming laxatives,A06AC,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600561,polycarbophil calcium; oral,A06AC08,19,Bulk-forming laxatives,A06AC,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600571,lactulose; oral,A06AD11,547,Osmotically acting laxatives,A06AD,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600575,macrogol; oral,A06AD15,3586,Osmotically acting laxatives,A06AD,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600576,mannitol; oral,A06AD16,174,Osmotically acting laxatives,A06AD,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600594,methylnaltrexone bromide; parenteral,A06AH01,3,Peripheral opioid receptor antagonists,A06AH,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600595,alvimopan; systemic,A06AH02,1,Peripheral opioid receptor antagonists,A06AH,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600597,glycerol,A06AX01,52,Other drugs for constipation,A06AX,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600599,lubiprostone,A06AX03,74,Other drugs for constipation,A06AX,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A
21600603,neomycin; oral,A07AA01,3,Antibiotics,A07AA,INTESTINAL ANTIINFECTIVES,A07A,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A
21600604,nystatin; oral,A07AA02,701,Antibiotics,A07AA,INTESTINAL ANTIINFECTIVES,A07A,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A
21600611,vancomycin; oral,A07AA09,258,Antibiotics,A07AA,INTESTINAL ANTIINFECTIVES,A07A,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A
21600613,rifaximin; oral,A07AA11,79,Antibiotics,A07AA,INTESTINAL ANTIINFECTIVES,A07A,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A
21600629,medicinal charcoal; oral,A07BA01,5,Charcoal preparations,A07BA,INTESTINAL ADSORBENTS,A07B,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A
21600646,loperamide; oral,A07DA03,398,Antipropulsives,A07DA,ANTIPROPULSIVES,A07D,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A
21600654,hydrocortisone; rectal,A07EA02,71,Corticosteroids acting locally,A07EA,INTESTINAL ANTIINFLAMMATORY AGENTS,A07E,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A
21600658,budesonide; oral,A07EA06,1132,Corticosteroids acting locally,A07EA,INTESTINAL ANTIINFLAMMATORY AGENTS,A07E,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A
21600663,"sulfasalazine; oral, rectal",A07EC01,429,Aminosalicylic acid and similar agents,A07EC,INTESTINAL ANTIINFLAMMATORY AGENTS,A07E,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A
21600664,"mesalazine; oral, rectal",A07EC02,1509,Aminosalicylic acid and similar agents,A07EC,INTESTINAL ANTIINFLAMMATORY AGENTS,A07E,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A
21600665,olsalazine; oral,A07EC03,4,Aminosalicylic acid and similar agents,A07EC,INTESTINAL ANTIINFLAMMATORY AGENTS,A07E,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A
21600666,balsalazide; oral,A07EC04,44,Aminosalicylic acid and similar agents,A07EC,INTESTINAL ANTIINFLAMMATORY AGENTS,A07E,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A
21600682,phentermine; oral,A08AA01,64,Centrally acting antiobesity products,A08AA,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08,ALIMENTARY TRACT AND METABOLISM,A
21600694,orlistat; oral,A08AB01,171,Peripherally acting antiobesity products,A08AB,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08,ALIMENTARY TRACT AND METABOLISM,A
21600718,insulin lispro; parenteral,A10AB04,1522,"Insulins and analogues for injection, fast-acting",A10AB,INSULINS AND ANALOGUES,A10A,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600719,insulin aspart; parenteral,A10AB05,600,"Insulins and analogues for injection, fast-acting",A10AB,INSULINS AND ANALOGUES,A10A,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600732,insulin lispro; parenteral,A10AD04,1522,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",A10AD,INSULINS AND ANALOGUES,A10A,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600733,insulin aspart; parenteral,A10AD05,600,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",A10AD,INSULINS AND ANALOGUES,A10A,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600747,metformin; oral,A10BA02,1392,Biguanides,A10BA,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600750,glibenclamide; oral,A10BB01,29,Sulfonylureas,A10BB,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600756,glipizide; oral,A10BB07,53,Sulfonylureas,A10BB,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600761,glimepiride; oral,A10BB12,41,Sulfonylureas,A10BB,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600772,metformin and sitagliptin,A10BD07,21,Combinations of oral blood glucose lowering drugs,A10BD,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600776,acarbose; oral,A10BF01,25,Alpha glucosidase inhibitors,A10BF,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600777,miglitol; oral,A10BF02,3,Alpha glucosidase inhibitors,A10BF,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600781,rosiglitazone; oral,A10BG02,30,Thiazolidinediones,A10BG,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600782,pioglitazone; oral,A10BG03,38,Thiazolidinediones,A10BG,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600784,sitagliptin; oral,A10BH01,42,Dipeptidyl peptidase 4 (DPP-4) inhibitors,A10BH,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600786,saxagliptin; oral,A10BH03,9,Dipeptidyl peptidase 4 (DPP-4) inhibitors,A10BH,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600787,alogliptin; oral,A10BH04,4,Dipeptidyl peptidase 4 (DPP-4) inhibitors,A10BH,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600790,repaglinide; oral,A10BX02,11,"Other blood glucose lowering drugs, excl. insulins",A10BX,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600791,nateglinide; oral,A10BX03,7,"Other blood glucose lowering drugs, excl. insulins",A10BX,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A
21600792,exenatide,A10BX04,51,,,,,,,,
21600795,liraglutide,A10BX07,21,,,,,,,,
21600812,retinol (vit A); systemic,A11CA01,15,"Vitamin A, plain",A11CA,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11C,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A
21600816,ergocalciferol,A11CC01,3681,Vitamin D and analogues,A11CC,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11C,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A
21600819,calcitriol; systemic,A11CC04,414,Vitamin D and analogues,A11CC,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11C,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A
21600820,colecalciferol; oral,A11CC05,6,Vitamin D and analogues,A11CC,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11C,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A
21600825,thiamine (vit B1); systemic,A11DA01,80,"Vitamin B1, plain",A11DA,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11D,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A
21600837,ascorbic acid (vit C); systemic,A11GA01,235,"Ascorbic acid (vitamin C), plain",A11GA,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11G,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A
21600843,pyridoxine (vit B6); systemic,A11HA02,24,Other plain vitamin preparations,A11HA,OTHER PLAIN VITAMIN PREPARATIONS,A11H,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A
21600862,calcium gluconate; systemic,A12AA03,186,Calcium,A12AA,CALCIUM,A12A,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A
21600863,calcium carbonate; oral,A12AA04,814,Calcium,A12AA,CALCIUM,A12A,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A
21600871,calcium acetate anhydrous,A12AA12,56,,,,,,,,
21600878,potassium citrate; oral,A12BA02,82,Potassium,A12BA,POTASSIUM,A12B,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A
