atc_concept_id,atc_concept_name,atc_concept_code,ndrugreports,atc4_concept_name,atc4_concept_code,atc3_concept_name,atc3_concept_code,atc2_concept_name,atc2_concept_code,atc1_concept_name,atc1_concept_code
21601748,felodipine; oral,C08CA02,20,Dihydropyridine derivatives,C08CA,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C,CALCIUM CHANNEL BLOCKERS,C08,CARDIOVASCULAR SYSTEM,C
21601749,isradipine; systemic,C08CA03,40,Dihydropyridine derivatives,C08CA,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C,CALCIUM CHANNEL BLOCKERS,C08,CARDIOVASCULAR SYSTEM,C
21601750,nicardipine; systemic,C08CA04,45,Dihydropyridine derivatives,C08CA,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C,CALCIUM CHANNEL BLOCKERS,C08,CARDIOVASCULAR SYSTEM,C
21601751,nifedipine; systemic,C08CA05,435,Dihydropyridine derivatives,C08CA,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C,CALCIUM CHANNEL BLOCKERS,C08,CARDIOVASCULAR SYSTEM,C
21601752,nimodipine; systemic,C08CA06,9,Dihydropyridine derivatives,C08CA,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C,CALCIUM CHANNEL BLOCKERS,C08,CARDIOVASCULAR SYSTEM,C
21601753,nisoldipine; oral,C08CA07,1,Dihydropyridine derivatives,C08CA,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C,CALCIUM CHANNEL BLOCKERS,C08,CARDIOVASCULAR SYSTEM,C
21601767,verapamil; systemic,C08DA01,14,Phenylalkylamine derivatives,C08DA,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,C08D,CALCIUM CHANNEL BLOCKERS,C08,CARDIOVASCULAR SYSTEM,C
21601785,captopril; oral,C09AA01,350,"ACE inhibitors, plain",C09AA,"ACE INHIBITORS, PLAIN",C09A,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601786,enalapril; systemic,C09AA02,335,"ACE inhibitors, plain",C09AA,"ACE INHIBITORS, PLAIN",C09A,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601787,lisinopril; oral,C09AA03,718,"ACE inhibitors, plain",C09AA,"ACE INHIBITORS, PLAIN",C09A,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601788,perindopril; oral,C09AA04,11,"ACE inhibitors, plain",C09AA,"ACE INHIBITORS, PLAIN",C09A,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601789,ramipril; oral,C09AA05,271,"ACE inhibitors, plain",C09AA,"ACE INHIBITORS, PLAIN",C09A,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601790,quinapril; systemic,C09AA06,10,"ACE inhibitors, plain",C09AA,"ACE INHIBITORS, PLAIN",C09A,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601791,benazepril; oral,C09AA07,11,"ACE inhibitors, plain",C09AA,"ACE INHIBITORS, PLAIN",C09A,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601793,fosinopril; oral,C09AA09,8,"ACE inhibitors, plain",C09AA,"ACE INHIBITORS, PLAIN",C09A,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601794,trandolapril; oral,C09AA10,1,"ACE inhibitors, plain",C09AA,"ACE INHIBITORS, PLAIN",C09A,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601805,lisinopril and diuretics,C09BA03,10,ACE inhibitors and diuretics,C09BA,"ACE INHIBITORS, COMBINATIONS",C09B,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601824,losartan; oral,C09CA01,137,"Angiotensin II receptor blockers (ARBs), plain",C09CA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09C,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601826,valsartan; oral,C09CA03,140,"Angiotensin II receptor blockers (ARBs), plain",C09CA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09C,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601827,irbesartan; oral,C09CA04,47,"Angiotensin II receptor blockers (ARBs), plain",C09CA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09C,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601829,candesartan; oral,C09CA06,70,"Angiotensin II receptor blockers (ARBs), plain",C09CA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09C,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601830,telmisartan; oral,C09CA07,35,"Angiotensin II receptor blockers (ARBs), plain",C09CA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09C,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601831,olmesartan medoxomil; oral,C09CA08,36,"Angiotensin II receptor blockers (ARBs), plain",C09CA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09C,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601834,losartan and diuretics,C09DA01,10,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601836,valsartan and diuretics,C09DA03,2,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601837,irbesartan and diuretics,C09DA04,6,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601839,telmisartan and diuretics; oral,C09DA07,1,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601840,olmesartan medoxomil and diuretics,C09DA08,1,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601843,olmesartan medoxomil and amlodipine,C09DB02,1,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C09DB,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09D,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601851,aliskiren; oral,C09XA02,10,Renin-inhibitors,C09XA,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C
21601856,simvastatin; oral,C10AA01,192,HMG CoA reductase inhibitors,C10AA,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601857,lovastatin; oral,C10AA02,32,HMG CoA reductase inhibitors,C10AA,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601858,pravastatin; oral,C10AA03,27,HMG CoA reductase inhibitors,C10AA,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601859,fluvastatin; oral,C10AA04,13,HMG CoA reductase inhibitors,C10AA,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601860,atorvastatin; oral,C10AA05,158,HMG CoA reductase inhibitors,C10AA,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601862,rosuvastatin; oral,C10AA07,127,HMG CoA reductase inhibitors,C10AA,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601863,pitavastatin; oral,C10AA08,4,HMG CoA reductase inhibitors,C10AA,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601868,gemfibrozil; oral,C10AB04,37,Fibrates,C10AB,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601869,fenofibrate; oral,C10AB05,174,Fibrates,C10AB,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601876,colestyramine; oral,C10AC01,58,Bile acid sequestrants,C10AC,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601877,colestipol; oral,C10AC02,8,Bile acid sequestrants,C10AC,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601879,colesevelam; oral,C10AC04,31,Bile acid sequestrants,C10AC,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601896,ezetimibe; oral,C10AX09,74,Other lipid modifying agents,C10AX,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601901,simvastatin and ezetimibe,C10BA02,12,HMG CoA reductase inhibitors in combination with other lipid modifying agents,C10BA,"LIPID MODIFYING AGENTS, COMBINATIONS",C10B,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C
21601911,nystatin; topical,D01AA01,702,Antibiotics,D01AA,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D
21601920,clotrimazole; topical,D01AC01,148,Imidazole and triazole derivatives,D01AC,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D
21601921,miconazole; topical,D01AC02,75,Imidazole and triazole derivatives,D01AC,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D
21601927,ketoconazole; topical,D01AC08,164,Imidazole and triazole derivatives,D01AC,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D
21601951,salicylic acid; topical,D01AE12,38,Other antifungals for topical use,D01AE,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D
21601952,selenium sulfide; topical,D01AE13,22,Other antifungals for topical use,D01AE,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D
21601957,tolnaftate; topical,D01AE18,19,Other antifungals for topical use,D01AE,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D
21601961,naftifine; topical,D01AE22,2,Other antifungals for topical use,D01AE,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D
21601962,butenafine; topical,D01AE23,19,Other antifungals for topical use,D01AE,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D
21601966,griseofulvin; oral,D01BA01,19,Antifungals for systemic use,D01BA,ANTIFUNGALS FOR SYSTEMIC USE,D01B,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D
21601967,terbinafine; oral,D01BA02,71,Antifungals for systemic use,D01BA,ANTIFUNGALS FOR SYSTEMIC USE,D01B,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D
21602000,collagenase; topical,D03BA02,2,Proteolytic enzymes,D03BA,ENZYMES,D03B,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03,DERMATOLOGICALS,D
21602032,dithranol; topical,D05AC01,5,Antracen derivatives,D05AC,ANTIPSORIATICS FOR TOPICAL USE,D05A,ANTIPSORIATICS,D05,DERMATOLOGICALS,D
21602039,calcipotriol; topical,D05AX02,25,Other antipsoriatics for topical use,D05AX,ANTIPSORIATICS FOR TOPICAL USE,D05A,ANTIPSORIATICS,D05,DERMATOLOGICALS,D
21602040,calcitriol; topical,D05AX03,331,Other antipsoriatics for topical use,D05AX,ANTIPSORIATICS FOR TOPICAL USE,D05A,ANTIPSORIATICS,D05,DERMATOLOGICALS,D
21602042,tazarotene; topical,D05AX05,62,Other antipsoriatics for topical use,D05AX,ANTIPSORIATICS FOR TOPICAL USE,D05A,ANTIPSORIATICS,D05,DERMATOLOGICALS,D
21602051,acitretin; oral,D05BB02,58,Retinoids for treatment of psoriasis,D05BB,ANTIPSORIATICS FOR SYSTEMIC USE,D05B,ANTIPSORIATICS,D05,DERMATOLOGICALS,D
21602066,gentamicin; topical,D06AX07,114,Other antibiotics for topical use,D06AX,ANTIBIOTICS FOR TOPICAL USE,D06A,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D
21602068,mupirocin; topical,D06AX09,150,Other antibiotics for topical use,D06AX,ANTIBIOTICS FOR TOPICAL USE,D06A,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D
21602072,retapamulin; topical,D06AX13,78,Other antibiotics for topical use,D06AX,ANTIBIOTICS FOR TOPICAL USE,D06A,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D
21602075,silver sulfadiazine; topical,D06BA01,35,Sulfonamides,D06BA,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06B,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D
21602077,mafenide; topical,D06BA03,1,Sulfonamides,D06BA,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06B,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D
21602085,aciclovir; topical,D06BB03,1058,Antivirals,D06BB,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06B,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D
21602086,podophyllotoxin; topical,D06BB04,3,Antivirals,D06BB,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06B,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D
21602092,imiquimod; topical,D06BB10,50,Antivirals,D06BB,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06B,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D
21602093,docosanol; topical,D06BB11,220,Antivirals,D06BB,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06B,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D
21602096,metronidazole; topical,D06BX01,1245,Other chemotherapeutics,D06BX,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06B,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D
21602102,hydrocortisone; topical,D07AA02,3272,"Corticosteroids, weak (group I)",D07AA,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602106,hydrocortisone butyrate; topical,D07AB02,73,"Corticosteroids, moderately potent (group II)",D07AB,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602114,alclometasone; topical,D07AB10,2,"Corticosteroids, moderately potent (group II)",D07AB,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602115,hydrocortisone buteprate; topical,D07AB11,2,"Corticosteroids, moderately potent (group II)",D07AB,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602117,clocortolone; topical,D07AB21,3,"Corticosteroids, moderately potent (group II)",D07AB,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602120,betamethasone; topical,D07AC01,74,"Corticosteroids, potent (group III)",D07AC,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602122,desoximetasone; topical,D07AC03,29,"Corticosteroids, potent (group III)",D07AC,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602126,fludroxycortide; topical,D07AC07,5,"Corticosteroids, potent (group III)",D07AC,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602127,fluocinonide; topical,D07AC08,46,"Corticosteroids, potent (group III)",D07AC,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602129,diflorasone; topical,D07AC10,1,"Corticosteroids, potent (group III)",D07AC,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602130,amcinonide; topical,D07AC11,1,"Corticosteroids, potent (group III)",D07AC,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602132,mometasone; topical,D07AC13,148,"Corticosteroids, potent (group III)",D07AC,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602136,fluticasone; topical,D07AC17,448,"Corticosteroids, potent (group III)",D07AC,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602137,prednicarbate; topical,D07AC18,7,"Corticosteroids, potent (group III)",D07AC,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602139,ulobetasol; topical,D07AC21,7,"Corticosteroids, potent (group III)",D07AC,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602141,clobetasol; topical,D07AD01,113,"Corticosteroids, very potent (group IV)",D07AD,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602142,halcinonide; topical,D07AD02,7,"Corticosteroids, very potent (group IV)",D07AD,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602190,"betamethasone, combinations; topical",D07XC01,14,"Corticosteroids, potent, other combinations",D07XC,"CORTICOSTEROIDS, OTHER COMBINATIONS",D07X,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D
21602204,chlorhexidine; topical,D08AC02,59,Biguanides and amidines,D08AC,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D
21602215,chloroxylenol; topical,D08AE05,8,Phenol and derivatives,D08AE,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D
21602221,povidone-iodine; topical,D08AG02,17,Iodine products,D08AG,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D
21602236,benzethonium chloride; topical,D08AJ08,1,Quaternary ammonium compounds,D08AJ,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D
21602249,silver nitrate; topical,D08AL01,12,Silver compounds,D08AL,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D
21602256,isopropanol; topical,D08AX05,14508,Other antiseptics and disinfectants,D08AX,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D
21602258,sodium hypochlorite; topical,D08AX07,5,Other antiseptics and disinfectants,D08AX,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D
21602289,sulfur; topical,D10AB02,1554,Preparations containing sulfur,D10AB,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D
21602295,adapalene; topical,D10AD03,9756,Retinoids for topical use in acne,D10AD,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D
21602302,benzoyl peroxide; topical,D10AE01,438,Peroxides,D10AE,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D
21602305,clindamycin; topical,D10AF01,118,Antiinfectives for treatment of acne,D10AF,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D
21602314,azelaic acid; topical,D10AX03,15,Other anti-acne preparations for topical use,D10AX,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D
21602320,isotretinoin; oral,D10BA01,810,Retinoids for treatment of acne,D10BA,ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE,D10B,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D
21602329,selenium compounds,D11AC03,12,Medicated shampoos,D11AC,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,DERMATOLOGICALS,D
21602338,tacrolimus; topical,D11AH01,3352,"Agents for dermatitis, excluding corticosteroids",D11AH,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,DERMATOLOGICALS,D
21602339,pimecrolimus; systemic,D11AH02,313,"Agents for dermatitis, excluding corticosteroids",D11AH,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,DERMATOLOGICALS,D
21602342,minoxidil; topical,D11AX01,124,Other dermatologicals,D11AX,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,DERMATOLOGICALS,D
21602351,hydroquinone; topical,D11AX11,29,Other dermatologicals,D11AX,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,DERMATOLOGICALS,D
21602352,pyrithione zinc; topical,D11AX12,1,Other dermatologicals,D11AX,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,DERMATOLOGICALS,D
21602409,terconazole; vaginal,G01AG02,10,Triazole derivatives,G01AG,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G
21602417,povidone-iodine; vaginal,G01AX11,17,Other antiinfectives and antiseptics,G01AX,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G
21602432,methylergometrine; systemic,G02AB01,22,Ergot alkaloids,G02AB,UTEROTONICS,G02A,OTHER GYNECOLOGICALS,G02,GENITO URINARY SYSTEM AND SEX HORMONES,G
21602439,"dinoprostone; oral, vaginal",G02AD02,29,Prostaglandins,G02AD,UTEROTONICS,G02A,OTHER GYNECOLOGICALS,G02,GENITO URINARY SYSTEM AND SEX HORMONES,G
21602441,carboprost; parenteral,G02AD04,6,Prostaglandins,G02AD,UTEROTONICS,G02A,OTHER GYNECOLOGICALS,G02,GENITO URINARY SYSTEM AND SEX HORMONES,G
21602458,bromocriptine; systemic,G02CB01,14,Prolactine inhibitors,G02CB,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02,GENITO URINARY SYSTEM AND SEX HORMONES,G
21602460,cabergoline; oral,G02CB03,19,Prolactine inhibitors,G02CB,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02,GENITO URINARY SYSTEM AND SEX HORMONES,G
21602478,norethisterone and ethinylestradiol; systemic,G03AA05,253,"Progestogens and estrogens, fixed combinations",G03AA,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03A,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G
