stage,log_lower90,log_ior,permutation
3,-1.0369275912321,-0.290994781722453,57
4,-1.70300098430477,-0.492757341407994,57
5,-2.37473736698342,-0.681293045275776,57
6,-3.02470536654481,-0.858783754010854,57
7,-3.67949253852939,-1.03245657413171,57
1,-0.00579931026776282,-3.68541337358863e-06,57
2,-0.0050818374259996,-1.70616405092972e-06,57
3,-0.00623772895350696,3.38784314379836e-07,57
4,-0.00837850893125824,2.48105384503816e-06,57
5,-0.010903644196625,4.9333689045028e-06,57
6,-0.0136564141848478,7.89664511291477e-06,57
7,-0.0166135305387145,1.11390140657974e-05,57
1,-0.00264200614599234,8.98731755683002e-07,57
2,-0.00237959872513712,4.33043874448202e-06,57
3,-0.00299484230300628,7.86666979291084e-06,57
4,-0.00404438547365203,1.15970792888831e-05,57
5,-0.00526115268812733,1.55865454045667e-05,57
6,-0.00657604668021073,1.98851714414694e-05,57
7,-0.00798260532731122,2.44945330929447e-05,57
1,-0.801982717673718,0.387944893548524,57
2,-0.685516414515318,0.621486874569111,57
3,-0.787278999434215,0.830335312796077,57
4,-0.651930137886062,0.955125715433438,57
5,-0.12842722339956,0.962754794883496,57
6,0.0549554857910244,0.893093072571744,57
7,-0.908036942612389,0.798601390110836,57
1,-0.642559512140955,0.00481809395970156,57
2,-0.347089154261141,0.185242021845204,57
3,-0.148646987446836,0.365309390252405,57
4,-0.022293186484768,0.544085001831722,57
5,0.0626000380264769,0.720210705769947,57
6,0.112770240787956,0.89459326506647,57
7,0.121254062228966,1.06975285272331,57
1,-0.00197699403172224,3.66716886013307e-06,57
2,-0.0016615772886613,3.06514785997081e-07,57
3,-0.0021216283579266,-3.15148262597376e-06,57
4,-0.00299209527388478,-6.8161016768542e-06,57
5,-0.00403272210028212,-1.08654369803673e-05,57
6,-0.00518599993967749,-1.53733683028179e-05,57
7,-0.0064194018509224,-2.00868160655787e-05,57
1,-0.00944346599940354,-2.69479647485582e-06,57
2,-0.00834070793320839,-4.23024273388251e-07,57
3,-0.0102863802912436,1.92243811625303e-06,57
4,-0.0138044708075844,4.44538011379336e-06,57
5,-0.0179243799072173,7.25310847826677e-06,57
6,-0.0223852404422459,1.04621613221667e-05,57
7,-0.0271677155754757,1.42489707073423e-05,57
1,-0.00578433410594875,1.92858580669864e-05,57
2,-0.00631130724567957,3.82332554682563e-05,57
3,-0.00849237801134352,5.67209465343055e-05,57
4,-0.0112529259129628,7.43913926184447e-05,57
5,-0.0142051134543796,9.14056566041488e-05,57
6,-0.0172903010062335,0.000108255359033471,57
7,-0.0204721288826261,0.000124505376462025,57
1,-4.61017459641697,0.00439707818686408,57
2,-28.8019697204589,-0.0274378683284144,57
3,-62.4406320907803,-0.0594839424311866,57
4,-96.5506226682929,-0.0919788624729163,57
5,-130.91179241471,-0.124713036089832,57
6,-165.372595450055,-0.157542110680568,57
7,-200.121839877313,-0.190645955984476,57
1,-0.838575169599892,-0.0594614962507016,57
2,-0.871095595448459,-0.215075316213419,57
3,-1.08120707678766,-0.371222401170527,57
4,-1.40813459870756,-0.528119206933817,57
5,-1.78994610262416,-0.685401780086906,57
6,-2.20709497007344,-0.843534707140616,57
7,-2.66058246742782,-1.00397645513233,57
1,-0.233373975420598,0.0432748632650046,57
2,-0.144846469885088,0.0861170131197762,57
3,-0.120412190593686,0.13146688593312,57
4,-0.136305647645894,0.180091715144908,57
5,-0.170008206481957,0.229929648493081,57
6,-0.216071157787317,0.278111032556247,57
7,-0.27830259516902,0.320054752930141,57
1,-0.602199806920195,-0.0377713789785865,57
2,-0.318921006437881,0.124733678362566,57
3,-0.118205278189341,0.288038499551215,57
4,0.00998362422961069,0.45285142235782,57
5,0.0899052553626636,0.618425680658104,57
6,0.133670209946951,0.780784125507855,57
7,0.141069144541116,0.939404791792639,57
1,-0.00300443400202217,3.46507357473769e-06,57
2,-0.00256711353386894,1.13116369337973e-06,57
3,-0.00316524848672991,-1.34125115902606e-06,57
4,-0.00434331552613453,-4.16854412055301e-06,57
5,-0.00578221528894129,-7.55839606725317e-06,57
6,-0.00740063654862206,-1.15657174966088e-05,57
7,-0.00915089733272952,-1.58146446107565e-05,57
1,-0.464506758538998,0.0173975049744368,57
2,-0.235895762113614,0.152645491326447,57
3,-0.0602272622230385,0.286133997352267,57
4,0.0769413278913554,0.414943623152989,57
5,0.190053361721592,0.533568495873452,57
6,0.269381480396698,0.634557120480685,57
7,0.281043036832975,0.724013397921985,57
1,-1.05769804450402,1.70329635424908,57
2,-1.3783829517286,0.825543556396948,57
3,-1.97284208512118,-0.136566771761584,57
4,-2.74268945868203,-1.29046813055173,57
5,-4.20577336295614,-2.54474059897346,57
6,-6.40767404233159,-3.81119691774741,57
7,-8.95695831051375,-5.06339321499143,57
1,-0.0030998795646526,-4.43691305918037e-10,57
2,-0.0030107703169706,2.14367447970432e-06,57
3,-0.00418876488501998,4.2723333937289e-06,57
4,-0.00582854275331042,6.33742690681061e-06,57
5,-0.00757494866165747,8.26702425271719e-06,57
6,-0.0093799632059337,1.012642443321e-05,57
7,-0.0113436969403066,1.2207116879992e-05,57
1,-3.72479097831757,1.04824576965677,57
2,-2.40988899676424,1.65535081606163,57
3,-1.22535588016012,2.22987965527547,57
4,-0.0327073948645542,2.71991303411605,57
5,1.08671341487501,3.07827099077082,57
6,1.2690910096132,3.34842122565522,57
7,0.299594740442096,3.59926706481233,57
1,-0.0117190625620871,4.77196030468363e-05,57
2,-0.0107603624138104,8.5625773396103e-05,57
3,-0.0134972226823921,0.000124247455602244,57
4,-0.0180318055686563,0.000163328286175712,57
5,-0.0232330104308285,0.000201363624452444,57
6,-0.0287766058297797,0.000235907796521051,57
7,-0.0346419975715178,0.000266775497792526,57
1,-1.46881891689105,0.760514864736612,57
2,-0.727076109123693,1.13203808399981,57
3,-0.142570182751512,1.47403068695351,57
4,0.378917912066452,1.7475744285971,57
5,0.894090709273864,1.91761272873987,57
6,1.1810075094619,1.92557087787157,57
7,0.426990621455776,1.85722773575668,57
1,-0.00573135974923041,-1.5801769738033e-05,57
2,-0.00499054257357316,1.06192918956083e-05,57
3,-0.00679126160348629,3.74345792670816e-05,57
4,-0.0096810537238389,6.41803210128522e-05,57
5,-0.0128697480553862,9.00463111435101e-05,57
6,-0.0161667214160865,0.000114720601574803,57
7,-0.0195675703373456,0.000138528069073551,57
1,-0.467826524234921,-0.0314050557583077,57
2,-0.60552672915228,-0.0725654055777101,57
3,-0.833385855266428,-0.113671064713808,57
4,-1.0911624225078,-0.15449986369371,57
5,-1.35560277332848,-0.19455492915211,57
6,-1.62079279265096,-0.233588244522751,57
7,-1.89151022507297,-0.272206098631266,57
1,-0.310169421739578,-0.0338591880147447,57
2,-0.220108204867421,0.0128998577048076,57
3,-0.186112480193276,0.060675499396142,57
4,-0.18894733586071,0.110900376541198,57
5,-0.208090568853447,0.16521327401206,57
6,-0.237055515234017,0.225099068594767,57
7,-0.278000359688287,0.290640249730497,57
1,-0.313887313997572,-0.00223448582871555,57
2,-0.357474463410329,-0.0785753004623118,57
3,-0.480006808481851,-0.154804412641614,57
4,-0.644247640198862,-0.230611321819799,57
5,-0.821442467045534,-0.305116313976572,57
6,-1.00279365625518,-0.37770667082053,57
7,-1.19099829586547,-0.448803548746336,57
1,-0.0434958462717856,-0.000266174910061423,57
2,-0.0499624685916276,-0.000337476762692468,57
3,-0.0594174565624934,-0.000397428053767968,57
4,-0.0695684961396344,-0.000444184489722943,57
5,-0.0810175736007427,-0.000491097002933927,57
6,-0.0951031665868823,-0.000555060052458423,57
7,-0.110400798663961,-0.000624074199853553,57
1,-0.00477513949399826,-1.97521273914703e-06,57
2,-0.00421586640638808,-1.00269427161237e-06,57
3,-0.00518819554757589,-3.38157342127943e-08,57
4,-0.00695204720814566,8.52813482055126e-07,57
5,-0.00901570138612704,1.59653155495931e-06,57
6,-0.0112444222470428,2.13510684243801e-06,57
7,-0.0136256761989592,2.49031450660908e-06,57
1,-0.769859773258256,0.00108301138193934,57
2,-7.34087693622751,0.0103658262276296,57
3,-13.9882187605969,0.0197527470570513,57
4,-20.7481842303519,0.0292985813176214,57
5,-27.5871421841962,0.0389559338273071,57
6,-34.320232453683,0.0484637763375511,57
7,-40.7772568104913,0.0575817697670331,57
1,-0.993139795944599,-0.186815453643395,57
2,-1.01956266844933,-0.332634796473533,57
3,-1.07913592212907,-0.475073306314509,57
4,-1.14224106064565,-0.608506394934206,57
5,-1.19734530387852,-0.727007762933806,57
6,-1.31262716650769,-0.840520655090332,57
7,-1.52833224904189,-0.949773599971421,57
1,-1.19773490986565,0.116297286906002,57
2,-0.850743548812864,0.392843138028625,57
3,-0.700902470936206,0.665261360807217,57
4,-0.64340617518691,0.926679218780775,57
5,-0.604989995760144,1.16696538542711,57
6,-0.579914262662876,1.38042311050651,57
7,-0.627526203487134,1.58539424945783,57
1,-0.00811617583099219,-2.48634495125799e-06,57
2,-0.00720442459266871,-2.11768687155001e-05,57
3,-0.00889324872196168,-3.99047348684789e-05,57
4,-0.0119195488719994,-5.86976546363971e-05,57
5,-0.0154544169097362,-7.75380260256142e-05,57
6,-0.019272792025329,-9.64406456107625e-05,57
7,-0.0233540854465554,-0.000115495684357647,57
1,-0.280006970869931,0.00824445460857071,57
2,-0.381590764674236,-0.038080653375407,57
3,-0.704839890685026,-0.0844627418553126,57
4,-1.06475375158048,-0.130541540396916,57
5,-1.43058215857428,-0.17623610413328,57
6,-1.79719099481875,-0.22147025239356,57
7,-2.16233986975267,-0.266012782277865,57
1,-0.00601294383143829,-7.30131955251068e-06,57
2,-0.00558957312858997,-1.6172424877503e-05,57
3,-0.00709277606360073,-2.48151647221917e-05,57
4,-0.00948473334298992,-3.28699748042283e-05,57
5,-0.0121758528351265,-3.98811452835268e-05,57
6,-0.0150195779351645,-4.57510579048304e-05,57
7,-0.0180432206477076,-5.13466935823104e-05,57
1,-0.0292937618237178,-1.8597341415294e-05,57
2,-0.0274285306649243,-3.2503584544763e-05,57
3,-0.0345730622053808,-4.60776060959844e-05,57
4,-0.0459980756472359,-5.93228856766714e-05,57
5,-0.0590496716889702,-7.23208499664452e-05,57
6,-0.0730324541784343,-8.51714506913126e-05,57
7,-0.0878959001647959,-9.79566763046336e-05,57
1,-0.501385875443088,0.0307351154028881,57
2,-0.547705144253885,-0.101395243688963,57
3,-0.767075909930068,-0.234411177400303,57
4,-1.08978032158239,-0.369551035446405,57
5,-1.4588451478286,-0.507484429769636,57
6,-1.8503502922786,-0.646105166732776,57
7,-2.25588268200743,-0.783535555796326,57
1,-1.50457300004809,-0.241151035528088,57
2,-1.57317481084467,-0.548279336779576,57
3,-1.70028713331752,-0.848209283640246,57
4,-1.82476864501866,-1.12945446622831,57
5,-1.8980668356816,-1.37875952145309,57
6,-2.00830612026786,-1.5984229672672,57
7,-2.38795600651971,-1.81533699837569,57
1,-0.856441008024342,-0.105267797294835,57
2,-0.492288601826998,0.0423964799280112,57
3,-0.33029936462837,0.193033374576611,57
4,-0.373977148914498,0.350627298086076,57
5,-0.529075248467775,0.518648464538241,57
6,-0.75174498431865,0.697596159725089,57
7,-1.02914318576765,0.88652458343604,57
1,-0.0027947663203184,-5.68662729527603e-06,57
2,-0.00416950854350631,-2.52356799466114e-05,57
3,-0.00673122591511474,-4.46737058430458e-05,57
4,-0.00951380395757695,-6.38940054127346e-05,57
5,-0.0123096631248244,-8.26403852647317e-05,57
6,-0.01505009046625,-0.000100617618688403,57
7,-0.0177843838709142,-0.00011823109065201,57
1,-0.268636142889937,0.0116205660149422,57
2,-0.280170285113146,-0.0433230911097802,57
3,-0.357631383678262,-0.0986665579549344,57
4,-0.478170578844321,-0.15490291502711,57
5,-0.619338198446181,-0.212495542242176,57
6,-0.77427946498413,-0.271833872541206,57
7,-0.943134393690496,-0.332907870901497,57
1,-0.581796966482171,-0.0507669753555264,57
2,-0.325626836421724,0.0877742406234674,57
3,-0.132094541257802,0.227859191221044,57
4,0.00325968397846699,0.371268027615202,57
5,0.091773299886915,0.520363417666861,57
6,0.133175176682323,0.681629362559027,57
7,0.121760492500725,0.855782498783347,57
1,-0.0230269425577795,-7.71519014470812e-05,57
2,-0.0824053604652024,-0.000420427811419266,57
3,-0.147805693184492,-0.000761801920874383,57
4,-0.213016387287913,-0.00109941958984994,57
5,-0.277436405572254,-0.00143218919260946,57
6,-0.341257177512715,-0.0017614401252688,57
7,-0.404623993236637,-0.0020879446288653,57
1,-0.229474319515747,-0.0192956989282571,57
2,-0.286799802884043,-0.0534156726155306,57
3,-0.384829185884092,-0.0869228792046508,57
4,-0.492767659540743,-0.118855605274419,57
5,-0.594908501266209,-0.148067832361193,57
6,-0.687942829419842,-0.174138206635016,57
7,-0.780697019997239,-0.198580277147754,57
1,-1.44781136761452,-0.0866444991428548,57
2,-0.727631264206824,0.339315612378588,57
3,-0.230598201166797,0.766302280213306,57
4,0.0787251039552339,1.19602584525737,57
5,0.269607886512734,1.64101248032452,57
6,0.369671087283057,2.09280270966344,57
7,0.386010945075478,2.530906031865,57
1,-1.8939352607067,-0.509738107571461,57
2,-1.82967390155643,-0.690527649193091,57
3,-1.83665998496467,-0.861678368483038,57
4,-1.87456009233315,-1.01484267707297,57
5,-1.88097986771611,-1.12370193329213,57
6,-1.98285640709094,-1.18499597449245,57
7,-2.34038360181009,-1.21603130158773,57
1,-0.4596598128318,-0.0290001696757098,57
2,-0.216890101282267,0.113879320833967,57
3,-0.0250575574345089,0.256621491709939,57
4,0.120273969601884,0.398137874319377,57
5,0.230378377248413,0.53903487265749,57
6,0.307301948700384,0.678484036420677,57
7,0.347380178207399,0.818159789796827,57
1,-0.00400968823723777,1.28421272433954e-05,57
2,-0.00363154210874898,1.35042761271187e-05,57
3,-0.00436616816301875,1.37774369881605e-05,57
4,-0.00568793341353733,1.31058387706773e-05,57
5,-0.00725342597303738,1.12421487523662e-05,57
6,-0.00897410613005546,8.6495049358426e-06,57
7,-0.0108394221658362,5.70429678470319e-06,57
1,0.194206647377243,1.71749399487373,57
2,0.302225175361819,1.42015808058166,57
3,0.191733199266603,1.05707848579771,57
4,-0.0566354686270703,0.576780227019865,57
5,-0.444427367600681,0.0119853390362632,57
6,-1.04693379617212,-0.52915012703979,57
7,-1.96780432868563,-1.04802779234673,57
1,-0.0109894588247986,1.4005270948303e-05,57
2,-0.00967380614911719,9.75644081702143e-06,57
3,-0.0118332610444236,5.06226158858425e-06,57
4,-0.0158327662390778,-8.07844060979335e-07,57
5,-0.0205674385044824,-8.58507270340425e-06,57
6,-0.0257335201384848,-1.79087352236706e-05,57
7,-0.031282090594891,-2.7713557552822e-05,57
1,-0.00563694157666572,-5.45189452694217e-07,57
2,-0.00852616678288183,-2.11319143872402e-06,57
3,-0.0136360526446331,-3.67038911086581e-06,57
4,-0.0191420439144274,-5.20330763720267e-06,57
5,-0.024664565545822,-6.69623510507478e-06,57
6,-0.0301420734176084,-8.14914633906483e-06,57
7,-0.0356384326865275,-9.58347245472169e-06,57
1,-0.660682896234267,-0.071213518535429,57
2,-0.689726686052078,-0.228830776159001,57
3,-0.777935086172563,-0.386150062524294,57
4,-0.914822927657842,-0.543043154652486,57
5,-1.1090010984137,-0.709239276854622,57
6,-1.38715260419033,-0.896456590997268,57
7,-1.72832739579564,-1.08873297486095,57
1,-0.937881075226825,-0.0151480968028501,57
2,-0.986973112308561,-0.203290255900168,57
3,-1.23899368185611,-0.390893260904845,57
4,-1.62012738289277,-0.57681373483592,57
5,-2.05677040061481,-0.758868377155945,57
6,-2.52252685485467,-0.933666636982093,57
7,-3.01785463246702,-1.09962638072494,57
1,-10.7019209629583,0.00786280273379436,57
2,-38.0159579309232,0.0279326721131179,57
3,-65.1195164495733,0.0478474577910282,57
4,-92.476373058754,0.0679483140544601,57
5,-120.727200962777,0.0887060170149008,57
6,-149.307546600551,0.109705831606956,57
7,-177.229931160315,0.13022219305373,57
1,-1.80471561164589,-0.574753573947408,57
2,-1.61479202730832,-0.677341550043518,57
3,-1.46276626850592,-0.768598450489429,57
4,-1.3540007433627,-0.846137880298907,57
5,-1.38948089179003,-0.927859207263295,57
6,-1.61026017363426,-1.01492679216625,57
7,-1.9680098346123,-1.10408472202012,57
1,-0.189783618958073,-0.00603518834455841,57
2,-0.23119886103864,-0.0460228698615985,57
3,-0.331198346866932,-0.0852805672490793,57
4,-0.449685720897967,-0.123169649217382,57
5,-0.568379034548753,-0.159083113910074,57
6,-0.684872510659705,-0.193187829264118,57
7,-0.804885962646283,-0.226723531181567,57
1,-0.960995228102458,0.186619683778605,57
2,-0.558295373892636,0.426295634520478,57
3,-0.2258474817539,0.659564969359048,57
4,0.0796859750339857,0.876097946406963,57
5,0.383761155461006,1.06284211103136,57
6,0.619909757577178,1.21370840462937,57
7,0.617411193282872,1.34078203583239,57
1,-0.371491014621688,-0.022104086092654,57
2,-0.416360525252963,-0.0990762872028941,57
3,-0.539328509807391,-0.175742684049488,57
4,-0.707788907143365,-0.252524377423939,57
5,-0.900314921631584,-0.330122780588131,57
6,-1.10819316035124,-0.408083254620498,57
7,-1.33103872471721,-0.486464541820926,57
1,-0.0357293443914726,9.5318300665781e-06,57
2,-0.0324490310982869,-5.05909072447963e-05,57
3,-0.0420490810986338,-0.000110958966047736,57
4,-0.0576313917947726,-0.000171829798166101,57
5,-0.0753541622294547,-0.000233328121638898,57
6,-0.0942404193553196,-0.000295291712476775,57
7,-0.114173773089521,-0.00035736171568157,57
1,-0.987478791535742,0.0382734561214817,57
2,-1.11424995542062,-0.183174393114899,57
3,-1.612207520071,-0.405625631693328,57
4,-2.28354700877241,-0.630182035894439,57
5,-3.01864769495689,-0.857501945161032,57
6,-3.78884728365012,-1.08709838564291,57
7,-4.5889947404862,-1.31737036680979,57
1,-0.652238618424432,-0.0258536139780761,57
2,-0.681089876437939,-0.147211852162041,57
3,-0.854101260403528,-0.268789158330043,57
4,-1.11868883325347,-0.390637674529492,57
5,-1.42479616114803,-0.512419721237319,57
6,-1.75560311085276,-0.633246886536402,57
7,-2.1090906411083,-0.751338726616335,57
1,-0.373388570872595,0.111471796497594,57
2,-0.420262084764832,-0.0668575547746642,57
3,-0.55597371544391,-0.24183724967734,57
4,-0.769047183797091,-0.411218344793006,57
5,-1.02055373584515,-0.575914390616411,57
6,-1.29722490766822,-0.738120189394943,57
7,-1.59557584020435,-0.896484012232158,57
1,-0.33097202542806,-0.0313679994655871,57
2,-0.193216316669496,0.0307647338283354,57
3,-0.171541062125013,0.0937559466587325,57
4,-0.227508862486689,0.158688946943118,57
5,-0.315940634919287,0.226428025593211,57
6,-0.422638843790723,0.296429028862967,57
7,-0.539649388895123,0.366612818645876,57
1,-0.53530970031466,0.163323446176749,57
2,-0.354236480763957,0.231507583000957,57
3,-0.200262022882747,0.29838019811345,57
4,-0.0723040648900105,0.364392277973704,57
5,0.0225129884846097,0.43102864522197,57
6,0.0724323302099991,0.496716550216283,57
7,0.0645949823005765,0.563748387791965,57
1,-0.0034136669928025,-7.62944359244955e-07,57
2,-0.00302267171662588,7.08859587028599e-07,57
3,-0.00385382022087463,2.19788440958268e-06,57
4,-0.00528248651646017,3.72427071138048e-06,57
5,-0.00693211752016288,5.30216822625107e-06,57
6,-0.00870458948704313,6.93009837515746e-06,57
7,-0.0105923169372243,8.62439016824368e-06,57
1,-0.0112257711024822,-2.33406880627562e-05,57
2,-0.0112801826069772,-7.05384425279121e-05,57
3,-0.0152069110881411,-0.000117075488425211,57
4,-0.0206245828493492,-0.00016213138236143,57
5,-0.0264718247098639,-0.000204685658859116,57
6,-0.0324708286726731,-0.000243773611248166,57
7,-0.0386172979357643,-0.000279363789589482,57
1,-0.00744612783762081,8.43874601397232e-06,57
2,-0.0064894547467322,6.49821735532186e-07,57
3,-0.00809324498278376,-7.40902752704997e-06,57
4,-0.0110412500212702,-1.61686524595694e-05,57
5,-0.014536721231662,-2.61059623034576e-05,57
6,-0.0183607877692652,-3.7155062887706e-05,57
7,-0.0224435745260283,-4.85247017363299e-05,57
1,-0.0901078168461616,6.1365033676708e-06,57
2,-0.0801242287141135,-4.82116861819648e-05,57
3,-0.0995262588935061,-0.00010270197262674,57
4,-0.133807889714913,-0.000157445663159894,57
5,-0.173687115278812,-0.000212400019572456,57
6,-0.216666623717385,-0.000267281774537942,57
7,-0.262509669609175,-0.000321829745057123,57
1,-0.0310083800209262,-3.04598913700715e-05,57
2,-0.0272095520534634,0.000213964452925097,57
3,-0.0333352971709372,0.000459088442113398,57
4,-0.0445657360057651,0.000705506431568637,57
5,-0.0577368318394485,0.000953121376658927,57
6,-0.0719908408122872,0.00120033181980972,57
7,-0.0872511445703878,0.00144487081285583,57
1,-26.1116183624026,-0.061118401238466,57
2,-34.3176912746146,-0.0803322132255406,57
3,-41.9498521356053,-0.098200651772582,57
4,-48.3661912775866,-0.113222040788908,57
5,-52.9999114859152,-0.124069776818783,57
6,-55.9660128191744,-0.131012929243603,57
7,-58.3776479026487,-0.136657196519714,57
1,-1.8628581255251,0.0683556622813004,57
2,-1.12294948431871,0.568238669100632,57
3,-0.830131007690843,1.06320174423017,57
4,-0.779443765999465,1.54027009340147,57
5,-0.822194783677121,2.00286068432484,57
6,-0.948629368692721,2.48187563667809,57
7,-1.19952456989314,3.01052710021398,57
1,-0.0230644793054939,7.65189465656846e-06,57
2,-0.0214169945677937,5.81728109008139e-05,57
3,-0.0279503941953394,0.0001083124165282,57
4,-0.0380657275086863,0.000157171947382295,57
5,-0.0493152605982921,0.000203123704182406,57
6,-0.0610624692824087,0.000244950667997124,57
7,-0.0734086409089624,0.000285250029565809,57
1,-0.343650828193682,-0.000308985854256427,57
2,-24.8839332252433,-0.025436501365828,57
3,-49.4980819292608,-0.0505977836749505,57
4,-74.1532311888994,-0.0758008121749798,57
5,-98.7867970193824,-0.10098174155867,57
6,-123.351435025698,-0.126092194095359,57
7,-147.978474692519,-0.1512664182843,57
1,-33.4243922212018,-0.357223306113571,57
2,-36.7893103750605,-0.393265177694791,57
3,-39.1544198990176,-0.418536290317235,57
4,-38.338292004762,-0.409728876007587,57
5,-32.168346152585,-0.343568114625876,57
6,-20.3543829074043,-0.216683482364812,57
7,-5.50468231277275,-0.0534018643744902,57
1,-0.0050955743898151,-7.30526292791467e-06,57
2,-0.00553133787528828,-2.58898006775254e-05,57
3,-0.00785925629970174,-4.42914312168696e-05,57
4,-0.0107952778942587,-6.22241053909178e-05,57
5,-0.0138675710685067,-7.92992321665409e-05,57
6,-0.0169179386073354,-9.47963388444606e-05,57
7,-0.019852933464263,-0.000107619909632817,57
1,-0.00107456896605127,-2.31101431324987e-07,57
2,-0.00103701999885668,4.23070225963329e-07,57
3,-0.00165778017567786,1.07901581092307e-06,57
4,-0.00246929554911921,1.73842255968282e-06,57
5,-0.00333254507747436,2.40122911954188e-06,57
6,-0.00421534145428126,3.0602414176073e-06,57
7,-0.00510452186570673,3.70434191765412e-06,57
1,-0.015826597888864,-5.36112958027246e-07,57
2,-0.01405796233335,1.42152504123416e-05,57
3,-0.0174443010941344,2.89529073542738e-05,57
4,-0.0234368967807089,4.3597865682532e-05,57
5,-0.0304037936754453,5.7827599233562e-05,57
6,-0.0379011521504369,7.11339826424684e-05,57
7,-0.0458924679171428,8.3675771620495e-05,57
1,-0.247176722544624,-0.00553009587776998,57
2,-0.544699031073094,-0.0227770680840633,57
3,-0.91272383194514,-0.0399259700052443,57
4,-1.286810278694,-0.0568878440628957,57
5,-1.65814177575794,-0.0736158854957134,57
6,-2.02632383730824,-0.0901469354540412,57
7,-2.38821568842946,-0.106337395501426,57
1,-0.0222908957200484,2.65476609584425e-06,57
2,-0.0216220569319058,-4.66491018258353e-05,57
3,-0.0303273677404624,-9.60038335051649e-05,57
4,-0.0425869815905689,-0.00014540449429834,57
5,-0.0559684444073769,-0.00019471237788693,57
6,-0.0699044254160433,-0.00024368996033175,57
7,-0.0843311048958811,-0.000292210829894835,57
1,1.56263533066437,2.85379737220752,57
2,2.22277477456498,2.91780578670996,57
3,2.36841508558041,2.85427612151006,57
4,2.14580134104863,2.52000410038501,57
6,1.19041147446197,1.5010265718512,57
7,0.460174741530845,1.03316770303483,57
1,-0.546726459943283,-0.0569685368088395,57
2,-0.358628909360302,0.012648413591589,57
3,-0.341927740152082,0.0834916890638002,57
4,-0.444837508415979,0.156312517069237,57
5,-0.595306184534907,0.231207955390592,57
6,-0.770495382195331,0.308298467062482,57
7,-0.955734775446308,0.382503194487258,57
1,-0.00934152130413719,2.10488653458185e-05,57
2,-0.0121794257869976,-5.98567391998373e-05,57
3,-0.0241136339560567,-0.000141364941330657,57
4,-0.0373937574839497,-0.000224384241215958,57
5,-0.0512138225928175,-0.000309440526751636,57
6,-0.065230760244324,-0.000395090864491188,57
7,-0.0793563211896852,-0.000480851392274495,57
1,-0.00334967267902641,-5.41624068262081e-07,57
2,-0.00318807319577644,-1.15387874899398e-06,57
3,-0.00409063036545622,-1.75047749095825e-06,57
4,-0.00546051028874118,-2.30776721465986e-06,57
5,-0.00697824016111093,-2.79433594485568e-06,57
6,-0.00855500926331949,-3.17720066078664e-06,57
7,-0.0101928545469385,-3.45511577393154e-06,57
1,-0.388951865198296,0.0488948544677266,57
2,-0.403647970475138,-0.0770610989565186,57
3,-0.487942943449986,-0.204462990785946,57
4,-0.652270832831169,-0.33464886439784,57
5,-0.868777324662336,-0.463583727365305,57
6,-1.10581633952788,-0.586137468271456,57
7,-1.36748159644568,-0.707028982613914,57
1,-0.541963889999013,1.80315297616616,57
2,1.07348070801821,2.43082480091374,57
3,1.48957665194858,2.47233352122743,57
4,1.30929634913408,1.99686266845996,57
5,-0.575882255078063,0.0470276250760646,57
6,-0.754152214132406,-0.353174694485178,57
7,-1.26959761146989,-0.585466377062904,57
1,-1.23695418435959,0.033924701360311,57
2,-1.30421151414932,-0.237789767949433,57
3,-1.67993098404684,-0.512664937650607,57
4,-2.25971539441418,-0.795018809513421,57
5,-2.94277638356503,-1.0899700006586,57
6,-3.70073036416461,-1.40135861962806,57
7,-4.52549047283908,-1.7221029233351,57
1,-1.1600057688441,-0.114154863377725,57
2,-0.597993046697942,0.186934893112849,57
3,-0.295029990751401,0.48913472050946,57
4,-0.211060890636853,0.791081658744114,57
5,-0.227239122239779,1.08531965656696,57
6,-0.286253996933564,1.36027536982786,57
7,-0.393105607066339,1.62691492463022,57
1,-1.7189999547574,-0.27421080799453,58
2,-1.1739244680512,0.0367262464096498,58
3,-0.973682551604011,0.356026327913325,58
4,-0.981699295266697,0.69588716494777,58
5,-1.0584884396638,1.07066957672941,58
6,-1.15372410270541,1.48719493225038,58
7,-1.27350884119966,1.92673996941085,58
1,-19.0676064922526,-0.00785311394034682,58
1,-0.00932726355156698,2.04633975933177e-05,58
2,-0.00848384594326292,-2.38456897574402e-05,58
3,-0.0126194840027157,-6.81974763883098e-05,58
4,-0.0183914783649463,-0.000111069106524919,58
5,-0.0244927762868491,-0.000152063717569373,58
6,-0.030789354650366,-0.000192623956402294,58
7,-0.0372876765435963,-0.000233134300725801,58
1,-0.358880318216115,0.022285117722987,58
2,-0.3172562168029,0.0933782835549852,58
3,-0.365366280557414,0.16382625992665,58
4,-0.445062842053723,0.232827205617028,58
5,-0.533726211246616,0.300688553570235,58
6,-0.629625649550552,0.368546637955955,58
7,-0.734996354869393,0.436620335986567,58
1,-0.381274034369401,-0.0275546857627687,58
2,-0.21430324814374,0.0654073181085764,58
3,-0.116324123564927,0.159067126729892,58
4,-0.0751796090331443,0.254286177018915,58
5,-0.0661901258530943,0.351364198255345,58
6,-0.0777435700762068,0.448968451723643,58
7,-0.10789549781361,0.546685544208024,58
1,-0.388812437178083,-0.0272030149590474,58
2,-0.409194732725841,-0.119679825569914,58
3,-0.476551145019172,-0.212399957559424,58
4,-0.587824814394821,-0.30765831628021,58
