stage,log_lower90,log_ior,permutation
5,-0.543264361115787,0.149950778364591,12
6,-0.683901080318933,0.189068971408271,12
7,-0.82904017768767,0.228174782768763,12
1,-0.00810670727653821,-5.99122973099497e-06,12
2,-0.00661228930366889,-5.486330971749e-07,12
3,-0.00856039803412804,5.05583094945195e-06,12
4,-0.0123480287896967,1.10383466260799e-05,12
5,-0.0168877510965467,1.75949794680719e-05,12
6,-0.0218498163745518,2.45792294890634e-05,12
7,-0.026983221617922,3.13838083627616e-05,12
1,-0.0030731031751615,2.93767165260306e-07,12
2,-0.00296421822214616,-4.77115821784224e-06,12
3,-0.00413621806595313,-9.84608680631993e-06,12
4,-0.0058021197943203,-1.49368654147608e-05,12
5,-0.00762729720604986,-2.00363154441163e-05,12
6,-0.00953269860718275,-2.51181920383203e-05,12
7,-0.0115055363074072,-3.01451048425605e-05,12
1,-0.00337303697690133,3.12161796856003e-06,12
2,-0.00296580551801823,1.48817051126571e-07,12
3,-0.00367666244602275,-2.73789355720311e-06,12
4,-0.00495865345021906,-5.52374025808433e-06,12
5,-0.00645124834674295,-8.16836849981684e-06,12
6,-0.00806054448335563,-1.08085787040579e-05,12
7,-0.00978233469113074,-1.36539051078799e-05,12
1,-0.168618996021826,0.00879360851307975,12
2,-0.188269945154426,-0.024072588087388,12
3,-0.307771383294859,-0.0571877437086039,12
4,-0.462660851488348,-0.090877792191324,12
5,-0.631090196799266,-0.125439905307168,12
6,-0.808577592485061,-0.160852686591221,12
7,-0.991565968517957,-0.196574901818471,12
1,-0.28370337326707,-0.000702114059724757,12
2,-1.15422970762051,-0.00428756919252926,12
3,-2.10263617662081,-0.00786896680352722,12
4,-3.05440197898766,-0.0114415519103765,12
5,-4.0008979673076,-0.0149886841407909,12
6,-4.93633098152258,-0.0184910570077443,12
7,-5.86389796220327,-0.0219609085313248,12
1,-1.56371107780705,-0.176645969194338,12
2,-0.90069845227745,0.172100820299239,12
3,-0.415437657178195,0.525844310777206,12
4,-0.107033826642954,0.891205675530324,12
5,0.0559046199796542,1.275111418002,12
6,0.0876439576175019,1.68150257103748,12
7,-0.00499915960545749,2.10523976775742,12
1,-1.78439787472957,-0.23809726590623,12
2,-0.983835079214704,0.177440499383803,12
3,-0.386415446776029,0.599201317299384,12
4,-0.0209630904840639,1.03467444532398,12
5,0.147252070518582,1.48874591755614,12
6,0.170142641003257,1.95415163792594,12
7,0.0875197737810542,2.41432737781996,12
1,-0.00913777196760003,-1.66573244761992e-05,12
2,-0.00815113807491214,2.1832978506886e-05,12
3,-0.0108735670169207,6.02971758132398e-05,12
4,-0.0151791749596227,9.77361542924271e-05,12
5,-0.0198922018475496,0.000132122904976661,12
6,-0.0247379875511458,0.000163032321855994,12
7,-0.0297588560155146,0.000191982807126401,12
1,-4.23103258283719,-0.763983757925791,12
2,-3.4743823900054,-1.07036593407627,12
3,-2.91990750272184,-1.34622361381149,12
4,-2.51965310984422,-1.54423545246731,12
5,-2.25897870738188,-1.55764087575896,12
6,-1.59619983436266,-1.14443197422246,12
7,-1.39732057864465,-0.30727407068383,12
1,-0.740592918439415,0.103547421495372,12
2,-0.391373081503271,0.316378536068593,12
3,-0.164892939128023,0.528826111267476,12
4,-0.0305484052576588,0.745788727543206,12
5,0.0460422187961003,0.967332499192899,12
6,0.0746978292465528,1.1930971695725,12
7,0.0539909402573149,1.41914234120717,12
1,-0.2555385970638,0.00643577302506682,12
2,-0.163213459143723,0.0596187542389899,12
3,-0.129629122186633,0.112437893753191,12
4,-0.134261068342608,0.164202830148503,12
5,-0.157533587828915,0.214076819621811,12
6,-0.19345327102794,0.261838756992185,12
7,-0.242483567761071,0.307503843871283,12
1,-0.999257912483126,0.0380205375208593,12
2,-1.06129811091574,-0.187052351395293,12
3,-1.35661517065988,-0.413305351220489,12
4,-1.80578936856967,-0.642011426479794,12
5,-2.32754729596578,-0.873983125385314,12
6,-2.89109909373923,-1.1060880064142,12
7,-3.48576855945017,-1.32829385604202,12
1,-0.333100536940011,0.0778827689262283,12
2,-0.214002259870092,0.1516583707153,12
3,-0.135628765092776,0.224514162089455,12
4,-0.0824696264988105,0.294006785013023,12
5,-0.0473570765914755,0.361449525100308,12
6,-0.0343049434379593,0.431805230542701,12
7,-0.0464835948893722,0.507305310382191,12
1,-0.00707294674357685,-2.05670959019244e-06,12
2,-0.00742609878385021,-2.05705470284201e-05,12
3,-0.0108172224697375,-3.904117703879e-05,12
4,-0.0152069954560494,-5.74387934832998e-05,12
5,-0.0198940039010668,-7.57194634894987e-05,12
6,-0.0247418044648648,-9.39561972090885e-05,12
7,-0.0297729688962961,-0.000112387839449557,12
1,-0.398649979739795,-0.0308951609796146,12
2,-0.198136671947912,0.0140246169688365,12
3,-0.368681697181746,0.0597251463170849,12
4,-0.647519609978831,0.107014953514945,12
5,-0.957893038809422,0.156515129120188,12
6,-1.28969669475585,0.208031144535129,12
7,-1.62989977484733,0.26007572965286,12
1,-1.91320516926869,-0.27868068406424,12
2,-1.08277873471643,0.201824674224581,12
3,-0.369086833343748,0.69030942189245,12
4,0.274157164598407,1.19744736148224,12
5,0.867092347384921,1.73373915879729,12
6,1.34063272470512,2.29964896754918,12
7,1.61647065938001,2.87465185489445,12
1,-0.00659867749050027,-2.12498773421999e-05,12
2,-0.00847618988130399,-4.38922073842107e-05,12
3,-0.0119757029103897,-6.60129213398975e-05,12
4,-0.0158690741316883,-8.71174736580826e-05,12
5,-0.019788661333363,-0.00010693615640367,12
6,-0.0236925719586253,-0.000125681292359126,12
7,-0.0276352450043681,-0.000143759493801188,12
1,-1.2164737920705,-0.273395110623955,12
2,-1.32768846307341,-0.626164740494489,12
3,-1.58422718097372,-0.965767974112487,12
4,-1.86839440848713,-1.26402411810838,12
5,-2.07243494894721,-1.49303643125587,12
6,-2.24802175293837,-1.63079856632699,12
7,-2.63245309033357,-1.71113478501633,12
1,-0.0135847721797258,-3.03174451734556e-05,12
2,-0.0125941177206706,6.39130745754279e-05,12
3,-0.0181511526533516,0.000158711369311337,12
4,-0.026134002545415,0.000254467024629612,12
5,-0.0348557594034241,0.000350850138892689,12
6,-0.0439118838005559,0.000446858830850161,12
7,-0.0532900589900089,0.000543088984722218,12
1,-0.00164358335929978,5.92781770336615e-08,12
2,-0.00158702453796278,-2.20813482432192e-06,12
3,-0.00220403835073325,-4.47787789781273e-06,12
4,-0.0030818992136434,-6.74888728724454e-06,12
5,-0.00404039382308707,-8.99891378924878e-06,12
6,-0.00504018737161293,-1.12304670096819e-05,12
7,-0.00608776639109459,-1.34984724597942e-05,12
1,-0.0089074856545628,-1.92770169782364e-06,12
2,-0.00787217783892498,1.23954262498671e-06,12
3,-0.00979829363645205,4.21280589435469e-06,12
4,-0.013166985058735,6.36246620722147e-06,12
5,-0.0170304404065505,7.54745060937978e-06,12
6,-0.0211810811238474,8.28646898298757e-06,12
7,-0.0256177345863093,8.9272698264864e-06,12
1,-0.226698066512213,0.000240341358846763,12
2,-0.297815340572677,-0.0406231332899614,12
3,-0.477401415056566,-0.0814689020327135,12
4,-0.685891134574062,-0.122189321491719,12
5,-0.900521439134911,-0.162560527023809,12
6,-1.11642797613719,-0.202405138354504,12
7,-1.33424791421439,-0.241802422109887,12
1,-0.51422825256136,-0.0790434144024133,12
2,-0.285395007384552,0.0207606613643274,12
3,-0.147865313752222,0.121841806771128,12
4,-0.12009198942593,0.224106551014823,12
5,-0.152588376660573,0.32774148187966,12
6,-0.215464736311057,0.433217403590062,12
7,-0.300987301305498,0.540801335141298,12
1,-50.1261521124135,-0.0422072732732053,12
2,-16.5515041204489,0.0139591799176388,12
3,-83.751057304949,0.070639870335472,12
4,-152.723537226493,0.128815010086632,12
5,-223.717939871971,0.188695481262239,12
6,-294.610643321683,0.24849014997688,12
7,-364.106257467556,0.307106421134137,12
1,-0.81404053588,-0.0480425661890349,12
2,-0.863507385074558,-0.250243759829888,12
3,-1.01020051402994,-0.451803396505167,12
4,-1.2395801193499,-0.653099768542418,12
5,-1.53592078435733,-0.856773712333568,12
6,-1.90641624775094,-1.06828466635826,12
7,-2.34007462892001,-1.2822071860312,12
1,-0.00176448005892255,-2.83499493214379e-07,12
2,-0.00165439058052747,-7.85223590149542e-07,12
3,-0.00213111786575663,-1.28627440521001e-06,12
4,-0.00287834241867731,-1.79417830015183e-06,12
5,-0.00373235514991903,-2.32831231894437e-06,12
6,-0.00465363381108331,-2.90076703635123e-06,12
7,-0.00563537354490955,-3.50303472895774e-06,12
1,-0.00902356834799852,-2.04634789531255e-05,12
2,-0.00947205802821778,-8.01582045522054e-05,12
3,-0.0133026962690995,-0.000139506423526115,12
4,-0.0183318700109312,-0.000198329962633359,12
5,-0.0237021693461271,-0.00025570089969662,12
6,-0.0292221271952146,-0.000311375431655936,12
7,-0.03495893264728,-0.000367090947982263,12
1,-0.00525697655051613,-1.2678492084639e-05,12
2,-0.00462687589204078,-1.00256875184002e-05,12
3,-0.00561162466425742,-7.08122409598389e-06,12
4,-0.00746307438242251,-3.54074445674257e-06,12
5,-0.00965996075609688,7.88138207141742e-07,12
6,-0.0120538201660778,5.54852501322145e-06,12
7,-0.0146203849634762,9.77479513153412e-06,12
1,-0.170275284263536,-0.0127694496869797,12
2,-0.113304793215266,0.0173901061788975,12
3,-0.0957029891039672,0.0478795146671045,12
4,-0.103929030979916,0.0790677252953236,12
5,-0.123754320954075,0.111155868496247,12
6,-0.150605989917148,0.143895039658966,12
7,-0.184139243711927,0.17661564478086,12
1,-0.683537420363615,-0.088936425392915,12
2,-0.732459819481619,-0.212184553743576,12
3,-0.837654236619341,-0.33287770513822,12
4,-0.969575422974359,-0.447371289364614,12
5,-1.10494127993528,-0.551274881053231,12
6,-1.25161437662602,-0.643573055346496,12
7,-1.44469051096037,-0.732254633956431,12
1,0.90063992337766,5.97127920669703,12
5,-0.062647527552984,0.723625802828867,12
6,-0.846193649556711,-0.304810213601046,12
7,-1.82784901917417,-0.692948948679097,12
1,-0.324262561281801,-0.021266400621295,12
2,-0.366640374059273,-0.0877906718577579,12
3,-0.471073406591409,-0.153948391374935,12
4,-0.610227286983174,-0.219874578258962,12
5,-0.766396468601689,-0.285907635739984,12
6,-0.932484650344855,-0.351407596244639,12
7,-1.10936009530165,-0.416402729737363,12
1,-2.177479174808,0.631631625092039,12
2,-1.35126920971529,0.983603807529074,12
3,-1.44106644223685,1.28896105563848,12
4,-2.15950183129604,1.44094829139433,12
5,-3.29626722015166,1.35067376557239,12
6,-4.48191543359781,1.3124041944682,12
7,-5.39293194971794,1.63160401347573,12
1,-0.0147156896773468,-3.96211802389246e-06,12
2,-0.0196714507797881,-7.1381981229024e-05,12
3,-0.0328314275931713,-0.00013870207723965,12
4,-0.0476246015598411,-0.000205800473259465,12
5,-0.0628071296021173,-0.000272576875091524,12
6,-0.0781287690897768,-0.000338860543330988,12
7,-0.0934582565439994,-0.000404027119315309,12
1,-0.687248888221888,0.295718388817485,12
2,-0.415503736140349,0.332625511217998,12
3,-0.382504957485088,0.393477819000046,12
4,-0.4999364382187,0.486125539380311,12
5,-0.665206675864591,0.59864148444014,12
6,-0.853148396793889,0.724820946017369,12
7,-1.07220225921207,0.852292055514464,12
1,-0.00584028876731113,-8.34049068920706e-07,12
2,-0.00867014752980948,-1.63910654382704e-06,12
3,-0.0124542350649081,-2.42698148067433e-06,12
4,-0.0164017987932882,-3.18709659019589e-06,12
5,-0.0203366635790217,-3.92007063965139e-06,12
6,-0.0242678302111839,-4.63671954342715e-06,12
7,-0.0282400399709238,-5.34734816604043e-06,12
1,-0.00168752634844933,1.28293696644022e-06,12
2,-0.00149092313180436,-1.10473099645958e-06,12
3,-0.00240909496503738,-3.53226267169049e-06,12
4,-0.00369290271681688,-6.04142861515555e-06,12
5,-0.00507986474739132,-8.60084959608543e-06,12
6,-0.00651545862231936,-1.11893263596841e-05,12
7,-0.00797584137918174,-1.3763580821724e-05,12
1,-1.90988871088861,0.226505438410145,12
2,-2.22887287192124,-0.595700759471996,12
3,-2.74073677734028,-1.42388707046435,12
4,-3.41819151044491,-2.26563020147319,12
5,-4.2406801015385,-3.12799365944398,12
6,-5.21418514318666,-4.00012868430608,12
7,-6.3111319393307,-4.83412892602792,12
1,-0.00721412621180177,7.45853712125211e-07,12
2,-0.00649262572909589,8.49580070205747e-06,12
3,-0.00818684711199285,1.61534483007486e-05,12
4,-0.0110465570652145,2.35678995839095e-05,12
5,-0.0143431399638853,3.10682169510912e-05,12
6,-0.017876882800781,3.85058341425548e-05,12
7,-0.0216308754953655,4.58879739140272e-05,12
1,-0.341846443942741,0.0516030834572527,12
2,-0.386681791054432,-0.0916385857884867,12
3,-0.477864981750582,-0.235113145208444,12
4,-0.610041402492752,-0.376081377320996,12
5,-0.76836730773348,-0.511843610568816,12
6,-0.945457360523635,-0.639614452841717,12
7,-1.15224995298209,-0.762382918169466,12
1,-0.013658739322739,-6.11383399196086e-06,12
2,-0.0153280661892294,-9.94238983853535e-06,12
3,-0.0200661851319068,-1.36392484799686e-05,12
4,-0.0259099110512025,-1.71352980364858e-05,12
5,-0.0321703329459284,-2.05005330027319e-05,12
6,-0.0387181493325222,-2.38121097320132e-05,12
7,-0.0455714300853491,-2.71090227075277e-05,12
1,-4.76691075566862,0.00992456590206015,12
2,-70.3803684959062,-0.148421306658352,12
3,-145.734474953761,-0.307343765669732,12
4,-221.612528560006,-0.467367619239993,12
5,-298.074515011649,-0.62862221702182,12
6,-375.127515410026,-0.791122886535229,12
7,-453.011378119845,-0.955375482930833,12
1,-0.00174797270734912,4.02043723646273e-07,12
2,-0.00163218144440333,2.14436171397381e-06,12
3,-0.00212817874135358,3.8628608987068e-06,12
4,-0.00288998264285756,5.51798373038537e-06,12
5,-0.00373622718287614,7.06341680078992e-06,12
6,-0.00461691248920228,8.43318298837659e-06,12
7,-0.00553486614056355,9.66721232131817e-06,12
1,-0.0132199754873318,-3.72045375982566e-05,12
2,-0.012307051684298,-4.17879449283731e-05,12
3,-0.0147326654100204,-4.53610836839147e-05,12
4,-0.0188732127312796,-4.66020052263261e-05,12
5,-0.0236920889435651,-4.41937557482675e-05,12
6,-0.0289478880543775,-3.81967680009865e-05,12
7,-0.0347094687166454,-3.14535390675275e-05,12
1,-0.00851983460737418,-5.84119983493281e-06,12
2,-0.00804526837421089,6.82847731781067e-06,12
3,-0.0149796730824871,1.96053008334474e-05,12
4,-0.0234763068518414,3.25404888252834e-05,12
5,-0.0322860785394083,4.54788673884821e-05,12
6,-0.04103942825805,5.80824068805441e-05,12
7,-0.0497202893940644,7.03638841148546e-05,12
1,-0.036119675764394,0.00034959300586479,12
2,-0.0527683799935743,0.00297830397852206,12
3,-0.0885861855643451,0.00565462213375367,12
4,-0.129090669887916,0.00841722274658574,12
5,-0.172874151273102,0.0113350185981438,12
6,-0.219601818432975,0.0144133692094321,12
7,-0.268578412993331,0.0176092225837063,12
1,-0.987478791535742,0.0382734561214817,12
2,-1.11424995542062,-0.183174393114899,12
3,-1.612207520071,-0.405625631693328,12
4,-2.28354700877241,-0.630182035894439,12
5,-3.01864769495689,-0.857501945161032,12
6,-3.78884728365012,-1.08709838564291,12
7,-4.5889947404862,-1.31737036680979,12
1,-0.766407427120579,-0.0831494895072922,12
2,-0.816444292785147,-0.252101866622722,12
3,-0.927262216429518,-0.419074043769831,12
4,-1.0749614796314,-0.581242342829444,12
5,-1.24150847971041,-0.735598772654432,12
6,-1.43942638573212,-0.88201794848984,12
7,-1.69626446351467,-1.02395380807446,12
1,-0.00792796622528141,-1.24162272356898e-05,12
2,-0.00721646029952394,-1.25788958698081e-05,12
3,-0.00851727117660802,-1.23761037293946e-05,12
4,-0.0109038493966089,-1.11797768127531e-05,12
5,-0.0137672076779174,-8.61624444503661e-06,12
6,-0.0169724996164003,-5.29142375071956e-06,12
7,-0.0204983451191618,-2.25548859145164e-06,12
1,-0.0405418989039194,-3.30207220589074e-06,12
2,-0.036129622614439,-7.51543528920706e-06,12
3,-0.0447278172543754,-1.16539793575399e-05,12
4,-0.0599268748493298,-1.56647070213012e-05,12
5,-0.0776210127814008,-1.95279774555246e-05,12
6,-0.0967083283189275,-2.32937654072174e-05,12
7,-0.117094110275613,-2.7021527026605e-05,12
1,-0.282371647035679,0.102313851294815,12
2,-0.287148001058292,0.00377763290591115,12
3,-0.322383138821436,-0.0969336674776189,12
4,-0.398690954890426,-0.200589816739821,12
5,-0.526305354892702,-0.307014214020614,12
6,-0.701114248911224,-0.41564719348461,12
7,-0.923172510469471,-0.52997150835954,12
1,-0.0589441278139017,0.00126240558730117,12
2,-0.0965969604997839,-0.00362421262389745,12
3,-0.207813479691998,-0.00854683556129565,12
4,-0.326246607583033,-0.0135510478955299,12
5,-0.44866885663305,-0.0186793186956309,12
6,-0.575053578516799,-0.0239527370103541,12
7,-0.704679768176364,-0.0293422768790634,12
1,-0.0134682304463258,-0.000104621313772757,12
2,-0.0157758436737869,-0.000314606436030207,12
3,-0.0227976863776959,-0.000522220925272432,12
4,-0.031185217183828,-0.000724348739272962,12
5,-0.0398729738566508,-0.000918950576183963,12
6,-0.0487402968868178,-0.00110943244122508,12
7,-0.0578301035153091,-0.00129770113688998,12
1,-2.33085463381225,-0.0906566143789984,12
2,-2.49058947699212,-0.556664306675744,12
3,-3.2256708238148,-1.0256706462468,12
4,-4.30253179912446,-1.49958891390856,12
5,-5.5307463803281,-1.97787391496121,12
6,-6.85367169277855,-2.45748619418428,12
7,-8.26972908911395,-2.93555666849141,12
1,-0.00686936802757769,-4.1368458729707e-06,12
2,-0.0058507444250097,2.75478024391873e-07,12
3,-0.00751676164480888,4.75719406001218e-06,12
4,-0.0105206469710692,9.30854797598357e-06,12
5,-0.0139738024835219,1.38354062837465e-05,12
6,-0.0176108416072138,1.81575398832123e-05,12
7,-0.0214194424565561,2.23763382845021e-05,12
1,-0.00776317673414008,-5.64185875351342e-06,12
2,-0.00737726906747906,-7.74404000392082e-06,12
3,-0.00913333567568235,-9.73284964755905e-06,12
4,-0.0119239343902296,-1.15439836760878e-05,12
5,-0.015135935832871,-1.32612877847826e-05,12
6,-0.0186243228751392,-1.50847745743476e-05,12
7,-0.0223560936073595,-1.69544265933297e-05,12
1,-0.0213853511828773,1.68931115407389e-06,12
2,-0.0219303890135761,0.00012827192169329,12
3,-0.0321140426783808,0.000254238544867391,12
4,-0.0453165246296679,0.00037773319540424,12
5,-0.0591664582392611,0.000496276244029925,12
6,-0.0732109666971901,0.00060986984366096,12
7,-0.0875495995197038,0.000720483752105317,12
1,-0.00516536865655094,-4.4359087594259e-06,12
2,-0.00447559788237869,1.63986458456833e-06,12
3,-0.00583344495454332,7.76986144224168e-06,12
4,-0.00816157260566829,1.39372359173606e-05,12
5,-0.0108293829190551,2.02210099935485e-05,12
6,-0.0136847016167304,2.66739681480388e-05,12
7,-0.0166953995604119,3.32034502479317e-05,12
1,-0.357523364625706,-0.000338048559400228,12
2,-0.383636673541806,-0.0912600120225076,12
3,-0.475989852141801,-0.182618838574663,12
4,-0.621971022664404,-0.275826011407137,12
5,-0.8044779842184,-0.372398758571066,12
6,-1.01259171302261,-0.471114720825839,12
7,-1.24090087686897,-0.570274855628073,12
1,-2.80788716646401,-0.262969177112613,12
2,-1.59140717716754,0.454430428617043,12
3,-0.600248281087585,1.17963043179766,12
4,0.248308668911673,1.92319370055597,12
5,1.02675350712246,2.69640930546031,12
6,1.70292326145078,3.5077401316791,12
1,-0.00344477282728428,9.80448399179323e-06,12
2,-0.00392525005648549,2.33834761522722e-05,12
3,-0.00548258356569431,3.66506904661001e-05,12
4,-0.00738336267965885,4.95471368493483e-05,12
5,-0.00941609744493433,6.24387683778593e-05,12
6,-0.0115568793622606,7.5698246230882e-05,12
7,-0.0138105006831944,8.94351289697504e-05,12
1,-0.0119556511637662,-1.80693497995321e-05,12
2,-0.00988733149928213,-1.23975079446836e-05,12
3,-0.0110150490765261,-6.27306177047871e-06,12
4,-0.0144144089100619,7.64370262196223e-07,12
5,-0.018989918103528,9.24134066693227e-06,12
6,-0.0244120414983874,1.97188920836311e-05,12
7,-0.0305249170652597,3.13449286934997e-05,12
1,-0.0130021916410976,-4.28156929999091e-06,12
2,-0.0124253390358688,5.81134785706539e-05,12
3,-0.0174774194503914,0.000125031859597335,12
4,-0.0250740112736062,0.000199806188146745,12
5,-0.0337389921087198,0.000281274133646647,12
6,-0.0431512274220225,0.000369490814108531,12
7,-0.0530029938698865,0.000459876477648891,12
1,-0.960995228102458,0.186619683778605,12
2,-0.558295373892636,0.426295634520478,12
3,-0.2258474817539,0.659564969359048,12
4,0.0796859750339857,0.876097946406963,12
5,0.383761155461006,1.06284211103136,12
6,0.619909757577178,1.21370840462937,12
7,0.617411193282872,1.34078203583239,12
1,-0.145761330751055,-0.00228536992970252,12
2,-0.181590480119647,-0.0293208005030667,12
3,-0.270973363676343,-0.0563023671646095,12
4,-0.378352903141387,-0.083160376335008,12
5,-0.491228470146484,-0.109900680212654,12
6,-0.608935008538724,-0.136849121133388,12
7,-0.730728599811749,-0.163861209606424,12
1,-1.36392735291061,-0.221849871280032,12
2,-0.863753843017458,0.0465364872147918,12
3,-0.443751614281028,0.320272972886496,12
4,-0.085218597070754,0.606492562395783,12
5,0.204506678851224,0.914007771468352,12
6,0.368288715408499,1.24909430787213,12
7,0.379443837504163,1.60469371569949,12
1,-0.00268752315577315,-5.13179063688085e-07,12
2,-0.00234177646771939,-2.63789683430105e-07,12
3,-0.00286221729448514,1.18115828229293e-09,12
4,-0.00384983920915162,3.05086062191151e-07,12
5,-0.0050295969780396,6.76752570427652e-07,12
6,-0.00633170941572687,1.13820563463207e-06,12
7,-0.00774770712287785,1.67330857792081e-06,12
1,-0.545245189544079,0.089228456400821,12
2,-0.376169153511849,0.205880367111016,12
3,-0.274194947952894,0.320776437317764,12
4,-0.213389323855466,0.433470424776365,12
5,-0.174591916614641,0.542304619366218,12
6,-0.154769016143392,0.644905918307509,12
7,-0.163263741003269,0.740332062319152,12
1,-0.467788242038488,0.0560778972589549,12
2,-0.196459034398871,0.212523293912216,12
3,0.0170309905283124,0.366607454185333,12
4,0.181411213454224,0.517307243172335,12
5,0.304886883395618,0.658351645416536,12
6,0.375204802375012,0.776792254539592,12
7,0.369915215050613,0.883681505192928,12
1,-0.00311494545549129,3.09221954708505e-08,12
2,-0.00543540499092028,-5.49325252485744e-06,12
3,-0.0099977346322213,-1.10281997400818e-05,12
4,-0.0148801809366101,-1.66164105084299e-05,12
5,-0.0198998986847963,-2.22909490386058e-05,12
6,-0.0249316699209373,-2.79396841782464e-05,12
7,-0.0298993111044975,-3.34728489281844e-05,12
1,-11.9001113670829,-3.47366652188335,12
2,-6.48427487950332,-1.91947560622228,12
3,-2.43793514317231,-0.350726433525425,12
4,-0.0486603208719303,0.76808020867704,12
5,-0.501033475924587,0.302089948327034,12
6,-1.19047826332507,-0.155413465732956,12
1,-0.0115270379957922,1.8306257503653e-05,12
2,-0.0181068488689335,0.000116870492049337,12
3,-0.0303771662901524,0.000214814682738762,12
4,-0.0434392038740124,0.000310848928200436,12
5,-0.056472205195051,0.000404312900761372,12
6,-0.069812881512576,0.000499098358274885,12
7,-0.0834920160279656,0.000595535545524939,12
1,-0.00304471709459106,1.87983140165215e-06,12
2,-0.00277184410243084,-3.85870638730523e-06,12
3,-0.00374076202820315,-9.70012646650531e-06,12
4,-0.00526930722793023,-1.58341421343522e-05,12
5,-0.007024188225127,-2.24489519737858e-05,12
6,-0.00892930083762335,-2.96043892156206e-05,12
7,-0.0109402019894709,-3.69772320159001e-05,12
1,-0.00890873087466836,3.4495232933196e-05,12
2,-0.0059617534461809,4.09126528122528e-06,12
3,-0.00869397103664969,-2.71468134362962e-05,12
4,-0.0142475278097895,-5.97472953982603e-05,12
5,-0.0206289499252042,-9.39021023720343e-05,12
6,-0.027445204482201,-0.000129485297111209,12
7,-0.0345441835049609,-0.000165930226164512,12
1,-2.05918816213642,0.00653522677087359,12
2,-16.826033654543,-0.0537245054707043,12
3,-35.7387981951997,-0.114122676217002,12
4,-54.4279581885177,-0.173803591120466,12
5,-72.3433902266228,-0.231013079650337,12
6,-89.0098145881271,-0.284233747400438,12
7,-104.642870598897,-0.334154200713357,12
1,-0.0108601008577292,-5.88922500988076e-06,12
2,-0.0105236588711808,-2.39879807786281e-05,12
3,-0.0140591959854386,-4.19878351722858e-05,12
4,-0.0192028507820737,-5.98936424607288e-05,12
5,-0.0249157286147027,-7.78469687432448e-05,12
6,-0.0309712880493454,-9.61030146529041e-05,12
7,-0.0373229905541263,-0.000114411034061401,12
1,-0.564101901367633,-0.0468980972042914,12
2,-0.341687266767968,0.0574520510083461,12
3,-0.329096701342957,0.163105618851706,12
4,-0.443139344416069,0.271748463902493,12
5,-0.608787520937706,0.384856315227646,12
6,-0.804973551613455,0.502035446886282,12
7,-1.02022844403709,0.62026556723033,12
1,-0.0201208226532114,-6.65271400208667e-05,12
2,-0.0174513425836366,0.000295209802562368,12
3,-0.0211972585264301,0.000658284581949609,12
4,-0.0282471380596924,0.00102311443285519,12
5,-0.0365565576428741,0.00138685165721419,12
6,-0.0455741573000264,0.00174426847231768,12
7,-0.0552537401906334,0.00209038696561858,12
1,-0.0169188744090797,2.57988208249849e-05,12
2,-0.0174382184153742,-0.000109912984483262,12
3,-0.0273072073461585,-0.000246485739145985,12
4,-0.0400299578752586,-0.000385423223443482,12
5,-0.0537394961740963,-0.000528015744502675,12
6,-0.0680086051547047,-0.000673491347681132,12
7,-0.082650353463855,-0.000819688291123555,12
1,-4.18221263375013,-1.65967781540691,12
2,-3.22998582203082,-1.29502485986269,12
3,-2.33182360232282,-0.901485678123072,12
4,-1.43464770826236,-0.46701339098461,12
5,-0.62907583758792,-0.00329552579832138,12
6,-0.237773996405743,0.450240089384783,12
7,-0.277139845781484,0.907542463322661,12
1,-1.70513025606465,-0.121506860303661,12
2,-0.894148542279915,0.339813500510411,12
3,-0.239974739163039,0.804352642616612,12
4,0.277990702203889,1.2761423383753,12
5,0.678038665429813,1.75844398745947,12
6,0.943448418695639,2.24618326903605,12
7,1.05886916754044,2.72112595576664,12
1,-0.174075584141624,0.00899030460556549,12
2,-0.188979822552354,-0.026942494470354,12
3,-0.288151988211257,-0.0631472620381808,12
4,-0.424566034652612,-0.100009695854947,12
5,-0.576675917086697,-0.137950333093628,12
6,-0.740015072542403,-0.177053513264276,12
7,-0.910795679582866,-0.216638587754565,12
1,-0.00870869224359985,3.09539169771611e-05,12
2,-0.00815669443589412,-3.21740590214503e-05,12
3,-0.0164126911372907,-9.61427197827547e-05,12
4,-0.0263353311643466,-0.0001617648371397,12
5,-0.0367786877652531,-0.00022914379349448,12
6,-0.0474334073296452,-0.000297197243033231,12
7,-0.0580545582929552,-0.000364320219684799,12
1,-0.690890704622852,0.281298053304996,12
2,-0.486240074342603,0.342173642135876,12
3,-0.411082130555106,0.394607064074936,12
4,-0.45555480291911,0.426645888455318,12
5,-0.612217580890741,0.431444450725159,12
6,-0.855574380269728,0.422721782574466,12
7,-1.1190758218921,0.431069096842864,12
1,-0.265221086724433,-0.00570171789068663,12
2,-0.299680466923085,-0.0670720722228078,12
3,-0.392353368036635,-0.128268122816319,12
4,-0.516595919625909,-0.188974497461133,12
5,-0.652812620867767,-0.248954365178809,12
6,-0.79752515173174,-0.308560064317732,12
7,-0.952602426979584,-0.368018483072206,12
1,-1.19773490986565,0.116297286906002,12
2,-0.850743548812864,0.392843138028625,12
3,-0.700902470936206,0.665261360807217,12
4,-0.64340617518691,0.926679218780775,12
5,-0.604989995760144,1.16696538542711,12
6,-0.579914262662876,1.38042311050651,12
7,-0.627526203487134,1.58539424945783,12
1,-0.0203054295734535,1.38219597189959e-06,12
2,-0.0180903654246844,-0.000112796530779224,12
3,-0.0223830217294762,-0.000226999250586779,12
