triplet_id,drugA,drugB,meddra,type,N,dynamic,fold_change,model_success,injection_success,n_injected,n_coadmin,n_events,n_stages_significant,max_ior,mean_ior,model_aic,stage,log_ior,log_ior_lower90,ior_values,classic_success,log_ior_classic,log_ior_classic_lower90,ior_classic,spline_individuales,nichd_spline,include_sex,include_stage_sex,k_spline,bs_type,select,formula_used
689,21600096,21600664,35708154,positive,5614,plateau,3.41693701583866,TRUE,TRUE,14,111,5614,4,803.685134364973,219.247472289192,53256.5783011929,"1,2,3,4,5,6,7","6.68920756855013,6.10719020138652,5.3388038939101,4.12808823170127,2.29824661558645,0.224182076187258,-0.81777943981048","-1.67610563308087,0.423244933133538,1.65141809874224,1.93223338268494,1.32506105159853,-0.326365160309186,-2.27305709187657","803.685134364973,449.075130111246,208.263456063463,62.0591667061795,9.95670920190179,1.25129883040842,0.441410746167867",TRUE,"NaN,NaN,Inf,Inf,2.21222678596401,-0.118380231117938,-0.07159688394407","NaN,NaN,NaN,NaN,1.12568483348821,-0.731924087765925,-1.37558526772422","NaN,NaN,Inf,Inf,9.13603775962607,0.888358206954811,0.93090608337283",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
690,21603607,21604643,35809310,positive,3467,inverse_plateau,1.19953634155293,TRUE,TRUE,3,39,3467,4,3.92824943045362,2.37616364796425,36540.8676608799,"1,2,3,4,5,6,7","0.161511317796328,0.381412995294094,0.597172185303545,0.805410123480393,1.00433559249484,1.18801957920436,1.36819388910079","-0.77392897391841,-0.404559755438762,-0.120993522195119,0.106064398972424,0.294284981505919,0.430315264720686,0.479581458806536","1.17528575972796,1.46435225113183,1.81697346452501,2.23761400870598,2.73009277597988,3.28057784522545,3.92824943045362",TRUE,"NaN,-0.0254429127597023,Inf,NaN,Inf,0.416711804801321,1.37382466370275","NaN,-2.2949456398156,NaN,NaN,NaN,-0.995619275146862,0.0897298719147577","NaN,0.974878030473617,Inf,NaN,Inf,1.51696526782539,3.95043090842172",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
691,21603448,21603925,35708208,positive,11609,uniform,1.31461292629441,TRUE,TRUE,11,89,11609,5,7.17129598177663,3.45617339182188,94683.3203835954,"1,2,3,4,5,6,7","0.171589301446999,0.460979896523924,0.749566509817516,1.0486071267496,1.36430663106121,1.68014529546899,1.97008638887457","-0.808143153809257,-0.275633213365459,0.172552754619236,0.559832005437004,0.901811770464082,1.15760015925773,1.26658047114908","1.18719015579743,1.58562697434618,2.11608251676711,2.85367354303384,3.91300895230053,5.36633561873144,7.17129598177663",TRUE,"NaN,1.89389983022516,1.44015822547034,0.260802439772731,0.734973263616991,2.22458652263273,-Inf","NaN,0.309594275212829,-0.506513999966438,-1.54472343301685,-0.353361107958146,1.61359669118158,-Inf","NaN,6.64523349651065,4.22136369141335,1.29797121261433,2.0854262350051,9.24965748909411,0",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
692,21604393,21604433,35809243,positive,5274,increase,2.92210699109955,TRUE,TRUE,25,300,5274,6,24.0553411267805,15.7118913117548,49565.7254081582,"1,2,3,4,5,6,7","0.83492906898502,1.9527504623277,2.85232027541292,3.17704224969396,3.18035705616833,2.94744425812562,2.78589602341392","-0.819711448084496,1.16703356142818,2.21636296797349,2.53729178905431,2.48264054713788,2.09669990608981,1.63225044544437","2.30465057128509,7.04804633154637,17.3279408276545,23.9757343397099,24.0553411267805,19.0571861874066,16.2143397979006",TRUE,"-Inf,1.84772260798586,Inf,Inf,3.59537094330709,2.04842672690676,3.95833050557024","-Inf,-1.0269181575037,NaN,NaN,2.10533748056176,0.711911382731708,2.05167915616218","0,6.34535220054446,Inf,Inf,36.429210653753,7.75568968497434,52.3698217997962",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
693,21603082,21604272,35809054,positive,10428,decrease,2.21901810039442,TRUE,TRUE,3,37,10428,6,14.1303629920562,9.71260483784861,86620.8404152663,"1,2,3,4,5,6,7","2.31445887131979,2.52444413014063,2.64832588582551,2.5283859643483,2.16889317919497,1.77916317608831,1.39815351337391","-0.417289462072894,0.552226938748966,1.10665266739896,1.37907966099122,1.41071288366529,0.992752019100154,0.0586319031188616","10.1194455146909,12.4839538808447,14.1303629920562,12.533260673055,8.74859555244748,5.92489624863106,4.04771900321496",TRUE,"NaN,-Inf,Inf,Inf,1.46896891397668,1.81191033648884,1.424337485047","NaN,-Inf,NaN,NaN,0.214133449387516,0.740275557322739,-0.522343708366381","NaN,0,Inf,Inf,4.34475301662171,6.12213159971596,4.15510411205733",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
694,21603758,21603929,37522220,positive,16824,plateau,1.10224392202993,TRUE,TRUE,26,112,16824,3,19.2087410191941,6.67175417962836,122665.272853473,"1,2,3,4,5,6,7","-1.10639844020926,1.02684301737545,2.79284085517477,2.95536543685006,1.87610212759148,0.274594386428249,-1.61340010038406","-4.5053799860011,-0.379593596962837,2.00820580700375,2.26390437395754,1.32985469038675,-0.528619936517476,-3.65706566192992","0.330748027339393,2.79223686231776,16.3273375810439,19.2087410191941,6.52800985682837,1.315996780443,0.19920913023199",TRUE,"NaN,-0.152575686838275,3.1026840805754,3.40262727869894,1.38949695554595,0.786874282735246,-Inf","NaN,-2.03441128875533,1.81780480798401,2.44626320088351,0.680037474459839,-0.198054667689632,-Inf","NaN,0.858493914807302,22.2576124031008,30.0429275948098,4.01283091284241,2.19651998451026,0",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
695,21600658,21602732,36110922,positive,218,inverse_plateau,2.31306219716233,TRUE,TRUE,2,55,218,5,37.0870036036198,13.2504214941591,3292.76103797231,"1,2,3,4,5,6,7","0.0168912777675008,0.734345020781727,1.44693346394923,2.13703775203047,2.74100963109964,3.19203100548392,3.61326660106144","-1.93955737144595,-0.718964361402504,0.155167894841412,0.706478580759963,1.08358565639859,1.3343352390689,1.40032977155185","1.0170347420264,2.08411649237577,4.25006154475046,8.47429744114642,15.5026291341575,24.3378075010371,37.0870036036198",TRUE,"NaN,NaN,NaN,NaN,2.54421975807772,-Inf,Inf","NaN,NaN,NaN,NaN,0.620331084630785,-Inf,NaN","NaN,NaN,NaN,NaN,12.733289163174,0,Inf",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
696,21600493,21605129,42889536,positive,596,uniform,1.51755794673527,TRUE,TRUE,31,211,596,4,734.050810262656,143.822580009958,7092.39794293504,"1,2,3,4,5,6,7","6.59857825000974,5.35092746844591,3.92134096028199,2.13159136218216,0.488361516683768,-0.300080561101762,-0.451326858956119","2.77928154269777,2.79111324137169,1.96686870871753,0.64515903217102,-0.618142336905911,-0.92539948799504,-1.46481973452333","734.050810262656,210.803721027791,50.4680751073658,8.42826857295177,1.62964388694654,0.740758541953579,0.636782670039568",TRUE,"NaN,Inf,Inf,Inf,Inf,-0.303383008209899,-0.477598546891433","NaN,NaN,NaN,NaN,NaN,-1.02073450822474,-1.46969267571105","NaN,Inf,Inf,Inf,Inf,0.738316261020337,0.620271156789853",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
697,21600083,21600449,37522220,positive,16798,increase,4.40094856652702,TRUE,TRUE,0,31,16798,0,2.19686812670312,1.51243886606209,120886.191585035,"1,2,3,4,5,6,7","-0.027052222061493,0.105624846112815,0.239015729687414,0.373954588907253,0.511066268565286,0.649692152557676,0.787032767342009","-0.546464753168059,-0.305604451280749,-0.167425781855485,-0.114205515121901,-0.111060897124519,-0.143735650529852,-0.205584371114822","0.973310411920952,1.11140485043707,1.26999851310635,1.4534711452452,1.6670677895943,1.91495122542765,2.19686812670312",TRUE,"NaN,NaN,NaN,NaN,0.382303358591641,1.12735741709611,-Inf","NaN,NaN,NaN,NaN,-0.530381886428182,0.206701264247942,-Inf","NaN,NaN,NaN,NaN,1.4656566372335,3.08748677052932,0",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
698,21603992,21604434,35809243,positive,5250,decrease,1.76047514254848,TRUE,TRUE,1,51,5250,0,1.00029688680854,1.00014641558549,49330.1854186347,"1,2,3,4,5,6,7","-5.41867018544195e-06,4.51665944005697e-05,9.5861931909802e-05,0.000146736289027061,0.000197657616870295,0.000247951853823203,0.000296842746377202","-0.00815801309595159,-0.00902590542317325,-0.0146061944877388,-0.0213788337486141,-0.0284705720163865,-0.0356540448363036,-0.0428352553431179","0.999994581344495,1.00004516761443,1.00009586652681,1.00014674705532,1.00019767715242,1.00024798259643,1.00029688680854",TRUE,"NaN,NaN,NaN,NaN,-0.130930308020418,0.582910160787501,-Inf","NaN,NaN,NaN,NaN,-2.20610422990227,-0.168692676451406,-Inf","NaN,NaN,NaN,NaN,0.877278911564626,1.79124366010979,0",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
699,21603448,21604857,37622449,positive,3113,plateau,1.15784804274638,TRUE,TRUE,2,86,3113,4,4.34241537788282,3.83162759969605,33556.6957616416,"1,2,3,4,5,6,7","1.13191823894884,1.26294273332169,1.37245061087466,1.4535929811092,1.46843073198477,1.3986323231713,1.27212931697223","-1.44055644471213,-0.764042637034759,-0.190526864035614,0.279110882451552,0.685320470314968,0.831960077687092,0.20037333911062","3.10160040809075,3.53581114214332,3.94500653520096,4.27845935544091,4.34241537788282,4.04965755479249,3.56844282432111",TRUE,"NaN,Inf,NaN,1.27586508629379,1.77845270978877,1.57764227922278,0.317431193176953","NaN,NaN,NaN,-0.576333225028562,0.470428301205862,0.828791594210434,-1.5099331476637","NaN,Inf,NaN,3.58179863513134,5.9206883044964,4.84352266442894,1.37359472892427",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
700,21601534,21602653,37522220,positive,16834,inverse_plateau,1.16569079644978,TRUE,TRUE,36,95,16834,5,37.9113985923841,10.0724646537977,122209.007521309,"1,2,3,4,5,6,7","0.106302301213731,0.469462629472427,0.851288561966346,1.34130194635804,2.0014310809665,2.79228354975982,3.6352518212873","-1.51280940860228,-0.609250826699011,0.0411411831233628,0.598625956943492,1.38593877524868,2.22547175404055,2.69905193734261","1.11215803241686,1.59913463446509,2.34266357507401,3.8240189333167,7.39963800645151,16.3182408024757,37.9113985923841",TRUE,"-Inf,3.08272172569224,-Inf,1.56641339089059,1.34569779059608,3.06799828690514,3.90139494232897","-Inf,1.38335508860311,-Inf,0.156104082062648,0.114399480704243,2.24917259724682,2.62428468957281","0,21.8177034630319,0,4.789439504446,3.84086572572035,21.4988250951914,49.4714107605256",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
701,21601419,21603724,35104768,positive,48,uniform,2.06453351362385,TRUE,TRUE,1,25,48,4,3468.34189295326,621.704086341362,679.093110256365,"1,2,3,4,5,6,7","-0.708487706677293,0.645806854728512,2.02088551907506,3.4460394181504,4.95501183994553,6.55162537079015,8.15143191809121","-5.26900119280016,-2.9019247095532,-0.774426686471635,1.29050550137894,3.40190778578087,5.1151985129043,5.74010817858759","0.492388270184229,1.90752550449852,7.54500322062353,31.3758791617311,141.884286265235,700.381629014004,3468.34189295326",TRUE,"NaN,NaN,NaN,NaN,NaN,Inf,NaN","NaN,NaN,NaN,NaN,NaN,NaN,NaN","NaN,NaN,NaN,NaN,NaN,Inf,NaN",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
702,21603900,21604440,35809079,positive,4343,increase,1.81992310161392,TRUE,TRUE,21,70,4343,4,103.109669857014,23.189643548967,43904.6978447877,"1,2,3,4,5,6,7","-0.835012560235139,-0.0298412867229834,0.797481493607585,1.67166234057402,2.60838221365524,3.60265002744859,4.63579317767247","-2.96710704643829,-1.61431424079294,-0.39697446259975,0.74206856708424,1.80789240355859,2.70627370011831,3.35419335774872","0.433869031901707,0.970599568362666,2.21994294167921,5.32100577307418,13.5770682794083,36.6953493913286,103.109669857014",TRUE,"NaN,NaN,NaN,Inf,Inf,3.38974724158159,5.56777046360668","NaN,NaN,NaN,NaN,NaN,2.19561996981504,3.39485507285599","NaN,NaN,NaN,Inf,Inf,29.6584548987443,261.849644638679",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
703,21601423,21604571,35708202,positive,8975,decrease,4.1593839350539,TRUE,TRUE,6,130,8975,6,86.2703524697285,29.1163509775347,75523.7855027038,"1,2,3,4,5,6,7","4.45748599873829,4.09112915683671,3.55992884069804,2.62461749417339,1.62076506683653,0.871051280207211,0.285441854503147","1.33336398417116,2.1751842096902,2.35116378007902,1.87413912908504,1.01627587512686,0.256551401997976,-0.779528858111276","86.2703524697285,59.8073855096621,35.160695045568,13.7992948657568,5.05695774762003,2.38942148511839,1.33034971928915",TRUE,"NaN,-Inf,Inf,2.08824665777673,1.03420256719587,0.607180944983558,0.558190407149143","NaN,-Inf,NaN,0.586877491828326,0.00684174548580785,-0.208689200685969,-0.702373145273975","NaN,0,Inf,8.07075196127525,2.81286227238853,1.83525042756706,1.74750736052624",TRUE,TRUE,TRUE,FALSE,7,cs,FALSE,"ea_ocurrio ~ s(nichd_num, k = 7, bs = 'cs', by = droga_a) + s(nichd_num, k = 7, bs = 'cs', by = droga_b) + s(nichd_num, k = 7, bs = 'cs') + s(nichd_num, k = 7, bs = 'cs', by = droga_ab) + sex"
