triplet_id,drugA,drugB,meddra,type,N,model_success,n_coadmin,n_events,n_stages_significant,max_ior,mean_ior,model_aic,stage,log_ior,log_ior_lower90,ior_values
517,21602485,21604714,37219871,negative,35,TRUE,167,1387,0,1.00226372854947,0.833613908334502,11659.2828095852,"1,2,3,4,5,6,7","0.00226117017624805,-0.0621989714528883,-0.126679397894812,-0.191124228755061,-0.255222367822616,-0.318247779868143,-0.379614687732921","-0.263009586519596,-0.300033703342419,-0.398818200883724,-0.530810736429027,-0.673994761022547,-0.820179303013298,-0.969287368518256","1.00226372854947,0.939695895531138,0.881016082934957,0.826029965102752,0.774744200624122,0.727422525425314,0.684124960173756"
518,21604422,21604433,43053854,negative,16,TRUE,657,959,2,4.77171120742344,1.69018960485825,12474.2919485025,"1,2,3,4,5,6,7","1.56270498426176,1.1692055610315,0.690215663306152,-0.0047230934888951,-0.719618330097034,-1.41345304230387,-2.11603345903831","0.169594530223555,0.231015916140835,-0.0805127243523407,-0.673408475689227,-1.47559300046486,-2.42882300173766,-3.62750326671616","4.77171120742344,3.21943397850442,1.99414555089436,0.995288042777716,0.48693807010385,0.243301699915982,0.120508684388006"
519,21603909,21603968,35809323,negative,13,TRUE,72,1193,5,28.31122352541,9.80495116506564,14854.1700778714,"1,2,3,4,5,6,7","-0.156339126939035,0.473370714454494,1.10513980458806,1.7401886801977,2.36623218409267,2.91709708367498,3.34325831703165","-1.97937133446327,-0.887956968395546,0.0389299795520397,0.815517232242505,1.45508690775185,1.95797771248709,2.21446303569733","0.855269096393746,1.60539641633244,3.01964659974693,5.69841849997506,10.6571623164456,18.4875417011558,28.31122352541"
520,21603917,21604436,36416500,negative,13,TRUE,25,193,3,1340.8887849416,333.08433452917,2904.67217599111,"1,2,3,4,5,6,7","7.20108794542155,6.46171121671436,5.53300955421329,4.26838518398068,2.94988965207366,1.70064794718796,0.503511996203459","-0.211491451033958,1.53845302552284,1.77839004770729,0.186898856157977,-2.34743766474334,-5.49831211701707,-9.33357488435533","1340.8887849416,640.155564734303,252.903894825891,71.406234537128,19.1038455421762,5.4774953698738,1.65452175321769"
521,21604757,21604762,36718265,negative,10,TRUE,489,2771,0,1.00000832658794,1.00000414431888,30707.1031087093,"1,2,3,4,5,6,7","-2.32967298785525e-07,1.24388478361936e-06,2.7244545348637e-06,4.21161179264828e-06,5.68336938222558e-06,7.05323664718094e-06,8.32655327709375e-06","-0.00477214844333227,-0.00422642649928374,-0.00521608634180432,-0.00699279841369802,-0.00906785275949579,-0.0113080761906975,-0.01370140538331","0.999999767032728,1.00000124388556,1.00000272445825,1.00000421162066,1.00000568338553,1.00000705326152,1.00000832658794"
522,21603908,21603917,35809327,negative,57,TRUE,113,13250,5,232881.174482279,33366.9219042532,104619.147416404,"1,2,3,4,5,6,7","12.3582836217007,5.62544075603418,1.72056811577915,5.96522221789109,1.27256376576525,2.31936535876985,-0.0857656266338811","-2.4512338607439,1.97214691284423,0.14105390792005,4.02130421326382,0.499871712683365,1.68407525837672,-4.9144293300012","232881.174482279,277.394520891879,5.58770202440517,389.639603342136,3.56999346681209,10.1692184524063,0.917809316072949"
523,21600096,21602823,35809310,negative,15,TRUE,116,3464,4,5.37526863695478,2.4649703766163,36768.8921634686,"1,2,3,4,5,6,7","-0.195053551648205,0.0924659039465032,0.384419591150379,0.684987394799681,0.998887014606184,1.33291761822302,1.68180855173315","-1.1395603110782,-0.652191151541999,-0.233732649583368,0.143318946597859,0.497527404852369,0.801144950512729,0.990915519392476","0.822790595083712,1.09687574178874,1.46876159177331,1.98374682985339,2.7152581034807,3.79209113737946,5.37526863695478"
524,21601467,21601534,37219897,negative,12,TRUE,95,1354,0,1.00037327734597,1.00017421583115,16134.0558674488,"1,2,3,4,5,6,7","-5.26631119859289e-05,3.14004144996716e-05,0.000113353171539821,0.000187357365248886,0.000252870007908967,0.000313808550599148,0.000373207695317568","-0.0193280291869288,-0.0166360269535385,-0.0233288311728144,-0.0333037471695944,-0.0438018274817903,-0.0545272750853743,-0.0656331539605138","0.999947338274691,1.0000314009075,1.00011335959625,1.00018737491774,1.00025290198222,1.00031385779365,1.00037327734597"
525,21604422,21604762,36718199,negative,13,TRUE,125,1397,4,110980.394257105,18537.4781392081,17195.861751162,"1,2,3,4,5,6,7","11.6171088363795,9.72873850341441,7.54203022963892,4.59872096850805,1.10014884163906,-0.764696980468934,-2.14704405781655","-0.750178498008674,2.12912254895328,3.72405395807342,3.33950693198957,0.293003710692346,-2.83473288387784,-7.43490020822528","110980.394257104,16793.3541936206,1885.65445317509,99.3571534088583,3.00461320221999,0.4654749576097,0.116828987606607"
526,21600493,21604718,36110922,negative,10,TRUE,76,216,5,2839.65547274434,1152.98716424723,3358.72369631639,"1,2,3,4,5,6,7","7.38623216109491,7.3833697440458,7.95143801138234,7.53899083536245,4.82463806179843,1.39476025766341,-2.04017993063839","5.24730256588076,4.74779612676649,5.09517817743589,4.86663674433562,2.32649586382847,-3.13567929367687,-10.3549027346786","1613.61480396835,1609.00256966099,2839.65547274434,1879.9319067655,124.541383940272,4.03400733434869,0.130005316834185"
527,21603448,21604714,35809054,negative,13,TRUE,155,10425,3,2.35637114223166,1.62319767796037,86538.7503337732,"1,2,3,4,5,6,7","0.0167550309623454,0.164439905224986,0.310967297359373,0.454512466462211,0.592295365855846,0.723724871607886,0.857122784041287","-0.530712345237284,-0.293033478365116,-0.127192555426446,-0.0105133291842457,0.0796423511868356,0.143432010456654,0.165907798696928","1.01689618373134,1.17873273174482,1.36474458970452,1.57540513293745,1.80813398478997,2.06209998058286,2.35637114223166"
528,21604516,21604559,35708705,negative,10,TRUE,272,336,0,0.70665717889252,0.448369321339972,4870.13472899435,"1,2,3,4,5,6,7","-0.347209626169811,-0.517514440591745,-0.689250788553002,-0.861789696710076,-1.03125987246907,-1.19847645738463,-1.37294529870828","-1.58050931646898,-1.55762643118876,-1.59376103621502,-1.66473848152992,-1.75145021458587,-1.88487218712639,-2.14033305433743","0.70665717889252,0.596000102109734,0.501951996405488,0.422405427824189,0.356557460544068,0.301653443870453,0.253359639733351"
529,21603908,21603959,35809327,negative,19,TRUE,19,13250,3,1792.62556779559,355.755548278885,104732.042716176,"1,2,3,4,5,6,7","-0.153438584281987,1.11295153838995,2.38292123568029,3.65945348643773,4.94195169489254,6.22266011603815,7.49143662178907","-4.85318775938655,-2.66125858116353,-1.09463073474569,-0.0364911722594803,0.682245072998011,1.08807281802642,1.12089105192016","0.857753442124711,3.04332764976506,10.8365126790805,38.8401104228442,140.043304815797,504.04226114699,1792.62556779559"
530,21603772,21603992,35104883,negative,10,TRUE,10,2387,3,435.530213711032,97.1209313393871,26908.0967398921,"1,2,3,4,5,6,7","-0.0959711758247739,0.932486703180388,1.96295961550252,2.99649699801735,4.03080565727568,5.05894959611376,6.0765641709493","-3.93311206137864,-2.14635098349535,-0.917011211197483,-0.14661933431519,0.322581747039178,0.532197629933535,0.458972595275854","0.908490202172087,2.54081959246309,7.1203694669456,20.0153003387932,56.3062565235337,157.42506954077,435.530213711032"
531,21601390,21603800,36718500,negative,11,TRUE,604,495,0,1.75799745315944,0.320164611146977,6953.74415325305,"1,2,3,4,5,6,7","-4.55413503840827,-4.48112626000963,-4.27262150697612,-3.72797055224545,-2.63653151264265,-1.0449352281991,0.56417535054717","-10.898976418662,-9.00259341657781,-7.45132227208154,-5.89560950523022,-3.95073755175382,-1.80457678862189,-0.397950251787113","0.010523598805361,0.0113206559699606,0.0139451778128046,0.0240415774861095,0.0716092149668338,0.351714599828326,1.75799745315944"
532,21602732,21603758,36110852,negative,13,TRUE,98,347,0,0.271921030269137,0.208452419630672,4603.96099852417,"1,2,3,4,5,6,7","-1.3022435847329,-1.53836983850463,-1.73695614908697,-1.81385771539039,-1.73135440777629,-1.55525336203872,-1.4054559316263","-2.48312049579567,-2.39282336282962,-2.60618421803696,-2.69067478424679,-2.51343524331609,-2.43220763873314,-2.71883381784173","0.271921030269137,0.214730862249717,0.176055472475032,0.163024021903876,0.177044457120083,0.211135882046224,0.245255211350634"
533,21601423,21603718,36110015,negative,12,TRUE,1091,429,0,1.63922964575741,0.698092099038227,6241.89689309112,"1,2,3,4,5,6,7","0.494226403282558,0.119135327574258,-0.264500298906927,-0.637317256318465,-0.992394717091446,-1.33065939845919,-1.66282023217804","-0.538365404993361,-0.605960370791754,-0.828784645806469,-1.24895365896667,-1.78463027712609,-2.37377881981582,-3.02230275698538","1.63922964575741,1.12652235751149,0.767589419429744,0.528708913651692,0.370687934554151,0.264302922886788,0.189603499476306"
534,21603082,21603925,35809310,negative,41,TRUE,193,3464,0,1.00359621714641,0.964176891473795,36287.8717743659,"1,2,3,4,5,6,7","0.00358976621886242,-0.00968148842489924,-0.0230281676853661,-0.036477915111039,-0.0500883525080109,-0.0639990991680381,-0.0782737812980825","-0.0895414441062729,-0.10870008744231,-0.201979507755349,-0.310465884445129,-0.423538046641732,-0.540868728023229,-0.662975018145725","1.00359621714641,0.990365226306568,0.977234956938799,0.964179387455901,0.951145384707983,0.938005844515994,0.924711223244906"
535,21600303,21603448,37522220,negative,10,TRUE,589,16798,0,1.00640577152542,0.87249992390685,123290.075021769,"1,2,3,4,5,6,7","0.00638534177014582,-0.0443916736879695,-0.0951078261726144,-0.145000154979485,-0.192619091391363,-0.236941784219351,-0.27920592774101","-0.241073789962835,-0.283396527995627,-0.446121272339046,-0.645771534123637,-0.84567244701156,-1.03520971145425,-1.22096960411648","1.00640577152542,0.956579217180053,0.909274885551443,0.865022159050042,0.824796086240928,0.789037221098369,0.756384126701697"
536,21602256,21603288,35809005,negative,13,TRUE,47,5162,4,10.6893958039708,4.47621062109159,44347.1466372114,"1,2,3,4,5,6,7","0.0267612450204044,0.42931019491803,0.830650175491055,1.22801662835721,1.61634395932231,1.99290929540749,2.36925220369885","-1.27842400640191,-0.608798052923732,-0.0543946528384529,0.419128453860232,0.839225520074609,1.18298527992344,1.39574666640802","1.02712254286438,1.53619748114959,2.29481028473257,3.41445069135052,5.03464974310252,7.33684780047074,10.6893958039708"
537,21603909,21604344,35104074,negative,10,TRUE,520,2138,0,1.00223879201045,1.00119464936499,24756.4427304569,"1,2,3,4,5,6,7","9.83680217885308e-05,0.000476593510931878,0.00085128150268865,0.00121712753649117,0.00156980685241059,0.00190630330685426,0.00223628964976541","-0.0279781939206336,-0.0942118599217255,-0.166550327578748,-0.237798325231357,-0.306666517282434,-0.372500365117387,-0.437169451723678","1.00009837286008,1.00047670709966,1.00085164394563,1.00121786853681,1.00157103964418,1.00190812145814,1.00223879201045"
538,21603392,21603505,42889536,negative,32,TRUE,127,565,0,0.66432897274639,0.277394245518202,4796.95600055569,"1,2,3,4,5,6,7","-0.408977811312898,-0.826417185771945,-1.23101038412925,-1.60538843778653,-1.93270850253384,-2.18989921402944,-2.40435414392666","-2.05632129591275,-2.2053205174917,-2.48405105818093,-2.80219471611439,-3.08061828823895,-3.28685918890842,-3.59182006825692","0.66432897274639,0.43761437194002,0.291997399046289,0.200811536969724,0.144755596142477,0.111928028823894,0.0903238129586165"
539,21600084,21600575,35809054,negative,13,TRUE,95,10425,4,2.6176132378567,1.70451605729894,86628.1952170298,"1,2,3,4,5,6,7","0.0157482070805166,0.169180151972154,0.322734835191892,0.478103836564715,0.637671738710346,0.801019132833176,0.962262924663161","-0.547069116211763,-0.282495274540536,-0.104038218603049,0.00398290583087041,0.0655205521839742,0.0899539868070232,0.0800759376004077","1.01587286360624,1.18433347971857,1.38089913649964,1.61301296441321,1.89207051252253,2.22781020647571,2.6176132378567"
540,21604344,21604348,37522220,negative,110,TRUE,4271,16798,0,1.10339319400965,0.772465065338903,123229.479275078,"1,2,3,4,5,6,7","0.0983901536385585,-0.0429273275842403,-0.183421874351807,-0.311280353266918,-0.421901887671512,-0.525063571289496,-0.628034336209939","-0.294985473004893,-0.384714951834816,-0.572672719982585,-0.779503698617258,-0.952641841358796,-1.11465632298017,-1.2942870851595","1.10339319400965,0.957981006331391,0.832416906307956,0.732508485932732,0.655798378143076,0.591517759624798,0.533639727022714"
541,21601431,21602732,37522220,negative,46,TRUE,300,16798,4,2.04552590535854,1.46473305593865,123321.562872508,"1,2,3,4,5,6,7","-0.0151059804607248,0.107201262126396,0.22988319546196,0.353308336310212,0.476479303175894,0.597088761913498,0.715654922867638","-0.404265813706549,-0.192946287326174,-0.0318568290957536,0.0831188751149577,0.162202632033747,0.208782442579394,0.221880427520318","0.985007542517961,1.11315826853594,1.25845300832214,1.42377007577249,1.6103946983021,1.81682189276137,2.04552590535854"
542,21601518,21604344,36718132,negative,10,TRUE,304,9281,0,0.999982706874087,0.999853317874382,78416.9356288406,"1,2,3,4,5,6,7","-1.72932754409771e-05,-6.23507221382269e-05,-0.000106915058158741,-0.000150276746258449,-0.000191562211081298,-0.000230430698999307,-0.000268046081865592","-0.00753172639468954,-0.00933144491072716,-0.0140162934959027,-0.0194052525033309,-0.0248638106022429,-0.0302530250432018,-0.0356766677131319","0.999982706874087,0.999937651221628,0.999893090657052,0.999849734544726,0.999808456135788,0.999769595848115,0.999731989839276"
543,21603019,21603392,35306246,negative,21,TRUE,79,342,0,0.987141574965491,0.571426538134459,3522.01989235153,"1,2,3,4,5,6,7","-0.0129418101537944,-0.227659034130959,-0.441749032102174,-0.653818651753631,-0.861266934612899,-1.06130588539186,-1.25578754994224","-0.775909954755986,-0.868663832990473,-1.07245275612782,-1.34807669669503,-1.65142900004114,-1.96655419354136,-2.3098072539958","0.987141574965491,0.796395757318631,0.64291096522382,0.520056067161982,0.422626303099079,0.346003674031771,0.284851425140443"
544,21603718,21603761,35809072,negative,11,TRUE,76,2541,1,92.6783808676559,14.9204907142022,28395.5382641058,"1,2,3,4,5,6,7","-7.68862351715908,-4.59323864624219,-1.38464337179535,2.11054497399176,4.52913522927406,1.17142811481241,-3.69981432377828","-31.5195712565716,-19.3021229668182,-8.9310354635597,-0.610847419665548,3.42919306279765,-1.65908698933455,-12.1631663846066","0.000458008178437504,0.0101200300451166,0.25041308823944,8.25273758667708,92.6783808676559,3.22659730115189,0.0247281174675284"
545,21603288,21603312,42889567,negative,10,TRUE,578,2817,0,4.02765059441221,1.43118054312263,29561.9654755755,"1,2,3,4,5,6,7","1.39318322690619,0.904558171052416,0.393721268589781,-0.116405541815301,-0.591518736459868,-1.0269001335648,-1.4457456025781","-0.734185070352594,-0.583177698534931,-0.566943211742233,-0.80620920148663,-1.41823922143796,-2.25419633200036,-3.23224964930977","4.02765059441221,2.47083999321828,1.48248727531242,0.89011417157467,0.553486046647656,0.358115351507723,0.23557036918548"
546,21601390,21601428,35708100,negative,10,TRUE,640,1627,0,1.00073304818676,1.00043179296571,19802.932104822,"1,2,3,4,5,6,7","8.46608879987443e-05,0.000212548998796969,0.000337470036519072,0.000453558179740909,0.000554867019066485,0.000645848882145472,0.0007327796381702","-0.0195321466377781,-0.0349790783824895,-0.0539939321310591,-0.0725369270162529,-0.0892000641501433,-0.104552208743561,-0.119521578293118","1.00008466447183,1.00021257158894,1.00033752698594,1.0004536610528,1.00055502098625,1.00064605748744,1.00073304818676"
547,21601423,21601428,35104109,negative,31,TRUE,1177,362,0,0.970370199507015,0.416525700667887,4405.90322216053,"1,2,3,4,5,6,7","-0.0300776313178499,-0.404705466067288,-0.780270778739092,-1.15384998358924,-1.49232619180898,-1.81835719927726,-2.14307764865798","-1.06914467952912,-1.28870538444564,-1.6927299215049,-2.2057920950571,-2.70168132373304,-3.2308771793359,-3.83135938029637","0.970370199507016,0.667173287094643,0.458281901507396,0.315420066658815,0.224849004806308,0.162292145711471,0.117293299389562"
548,21600505,21603718,37522220,negative,11,TRUE,70,16798,0,1.00039275957856,1.00018963461108,123342.820139877,"1,2,3,4,5,6,7","-1.32733498219295e-05,5.3852875394611e-05,0.00012129982436937,0.000189329300040786,0.00025768292562045,0.000325678062206958,0.000392682468704386","-0.0100753994652092,-0.00997487287906907,-0.0151103930439983,-0.0219228572201796,-0.0292229731807129,-0.0367308516739306,-0.0443798419114864","0.999986726738269,1.00005385432549,1.00012130718149,1.00018934722396,1.00025771612872,1.00032573110106,1.00039275957856"
549,21600083,21601787,35205038,negative,10,TRUE,42,5736,4,7.10261922395038,2.99874011983287,55049.0983994756,"1,2,3,4,5,6,7","-0.270447862158753,0.0836821229978746,0.443882748515829,0.815156734245226,1.20065658837192,1.58875868911119,1.96046362080037","-1.44252643151956,-0.823714229055005,-0.2884299337876,0.17932426351159,0.572729476750926,0.848374359690441,0.990385382782054","0.763037682096669,1.08728321654097,1.55874770942436,2.25952979029402,3.32229758872307,4.89766562780061,7.10261922395038"
550,21604640,21604745,36718317,negative,12,TRUE,13,2221,4,446.677758913296,98.802548628151,25395.7323318069,"1,2,3,4,5,6,7","-0.124977003100271,0.90650828482741,1.94090916605436,2.98065530166333,4.02526075943777,5.06840842056258,6.10183743735648","-3.7627669674685,-1.95739892398429,-0.447761798215644,0.847956257846076,1.96646361593743,2.7708055892484,3.08961525295834","0.882517197510735,2.47566311361311,6.96508050766466,19.7007223318543,55.9949080788576,158.92119025426,446.677758913296"
551,21601431,21603896,35809054,negative,31,TRUE,517,10425,0,0.562541419192915,0.43136317240712,86574.7533535199,"1,2,3,4,5,6,7","-0.575290513493682,-0.749212563119317,-0.902247814591074,-0.993416844755355,-1.00565620526854,-0.928814040308338,-0.804146513315034","-1.42997630031679,-1.37137088788431,-1.4356570778219,-1.47365663399431,-1.42367481580298,-1.40666006738875,-1.616473863706","0.562541419192915,0.472738658071347,0.405656792889228,0.370309237732785,0.365804513179292,0.395021912747993,0.447469673036278"
552,21603732,21603800,35809054,negative,19,TRUE,358,10425,0,2.38229882246733,0.794860312505611,86660.8434411988,"1,2,3,4,5,6,7","-1.94627674528074,-1.70656616931193,-1.41232060288093,-0.961055729333238,-0.263924825159772,0.380716805128019,0.868065913303058","-4.6510546086994,-3.5858358132775,-2.68053704241004,-1.76205977339229,-0.757729765226277,-0.209351566588655,-0.140075701292443","0.142804781566109,0.181487922659545,0.243577380418908,0.382488868028224,0.768031274114911,1.46333313828425,2.38229882246733"
553,21604425,21604433,35809330,negative,15,TRUE,404,525,0,2.20392119753052,2.11669505926232,7467.39531529879,"1,2,3,4,5,6,7","0.790238136354969,0.776815620382696,0.774142172546083,0.744202813559794,0.715366633110157,0.713011882548297,0.732296163665271","-0.567717288611439,-0.33963601487443,-0.258362633162954,-0.249456206653795,-0.341972408493059,-0.538408366263252,-0.820715998810016","2.20392119753052,2.1745366783122,2.16873093207175,2.10476287758217,2.04493628618603,2.04012663630244,2.07985080685113"
554,21601423,21603929,35707907,negative,33,TRUE,12320,542,0,1.00000961556921,1.00000441717439,7671.5344979566,"1,2,3,4,5,6,7","-2.31704296727031e-06,2.61864031791958e-07,2.82473350843304e-06,5.20241454271542e-06,7.00019560628817e-06,8.33240733211227e-06,9.61552297695789e-06","-0.0035753405441151,-0.00310690628479457,-0.00391319746095597,-0.00534335978504261,-0.0069485624011978,-0.00863254532507993,-0.01042303831974","0.999997682959717,1.00000026186407,1.0000028247375,1.00000520242808,1.00000700022011,1.00000833244205,1.00000961556921"
