triplet_id,drugA,drugB,meddra,type,N,dynamic,fold_change,model_success,injection_success,n_injected,n_coadmin,n_events,n_stages_significant,max_ior,mean_ior,model_aic,stage,log_ior,log_ior_lower90,ior_values,message
170,21600096,21602485,36918858,positive,0,inverse_plateau,3.31215071666959,FALSE,FALSE,0,220,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
171,21604436,21604440,36718540,positive,0,uniform,1.15838839237889,FALSE,FALSE,0,544,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
172,21604415,21604571,42889647,positive,4229,increase,1.55771998378138,TRUE,TRUE,0,214,4229,1,86.4381967875632,12.8046857208208,42519.9456004606,"1,2,3,4,5,6,7","-15.4454775639242,-10.5625197126269,-5.38482992904354,0.419633092466508,4.45942967056458,0.425159035945907,-1.97504810880701","-41.0420968581451,-24.9869220341698,-11.5304200117939,-1.03438224574424,3.57123885291247,-0.126301691243135,-3.79905595570735","1.95936038741782e-07,2.5867590299471e-05,0.00458562013672935,1.52140323888976,86.4381967875632,1.52983369886718,0.13875463676234",
173,21604544,21604571,36718347,positive,0,decrease,2.02997170755626,FALSE,FALSE,0,285,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
174,21601399,21603924,35909571,positive,517,plateau,1.00408343411982,TRUE,TRUE,0,395,517,1,5.22821434022737,0.818944931688944,5655.44966195967,"1,2,3,4,5,6,7","-1.72038288837065,-2.71269624635886,-4.98737731374283,-2.88638906688838,1.65406979343483,-2.01647161482627,-2.75955738571355","-6.33018967521149,-3.60492614259844,-7.17946377047817,-3.75633288393217,1.11649750622924,-2.87563097402389,-4.69636625410079","0.178997598690069,0.0663576487277528,0.00682353704176556,0.0557772573589392,5.22821434022737,0.133124351375602,0.0633197884011093",
175,21604422,21604431,36009737,positive,548,inverse_plateau,1.86672782339156,TRUE,TRUE,0,850,548,2,140.964327372003,20.5383769542062,4915.51118669823,"1,2,3,4,5,6,7","-16.6895761420549,-14.0307340518286,-10.9454876950751,-6.77914121160243,-0.704632527868006,4.94850686100726,0.836756225207255","-62.3882934571836,-44.3506239800129,-28.8852581869004,-14.7177577151745,-1.75981097272401,4.36279267718279,0.0391731501250621","5.64688802791452e-08,8.06361203255768e-07,1.76374214376398e-05,0.00113725113715018,0.494290178752612,140.964327372003,2.30886537729841",
176,21602735,21603896,35506448,positive,0,uniform,1.13495422409429,FALSE,FALSE,0,832,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
177,21603909,21603917,35809054,positive,10447,increase,1.00670296341229,TRUE,TRUE,0,101,10447,2,39.4704491564522,6.23873980996185,86632.3428523215,"1,2,3,4,5,6,7","-16.0470741800812,-11.5715515517338,-6.77264519123427,-1.16155579703019,3.67555226930223,1.34336403908031,-2.90655133916767","-43.5504368799185,-27.6354841914856,-13.8642850638164,-2.62793059734616,2.78712353547011,0.624291905426226,-10.2954986054881","1.07360427684634e-07,9.43059325604817e-06,0.00114466279076401,0.312998839214043,39.4704491564522,3.83191255081738,0.0546639225048694",
178,21600448,21600994,37219867,positive,426,decrease,3.65589187779748,TRUE,TRUE,0,183,426,0,0.0923568488812838,0.0370888138646115,4865.02690353774,"1,2,3,4,5,6,7","-5.83267176918869,-4.48911446026461,-3.17463540021808,-2.38209541286388,-2.86681728108425,-3.65722280184578,-3.55396632954512","-8.72086180646694,-5.90543554757177,-4.07720021192122,-3.1687579777584,-3.52730661101519,-4.33536295201981,-4.6284708514622","0.00293023759385264,0.0112305845363438,0.0418093449844003,0.0923568488812837,0.0568796708024296,0.025804076340379,0.0286109339135911",
179,21600096,21602085,36313524,positive,1992,plateau,1.96151612212925,TRUE,TRUE,0,97,1992,3,4243.7595543568,634.33061848536,23144.7989982229,"1,2,3,4,5,6,7","8.3532048426993,2.55314650050992,-1.99590468640231,-0.0126413526260478,5.12324879439721,0.526773327756129,2.56576673421316","-4.91209271520581,0.19395958050009,-5.81173056100227,-2.61881028592448,3.73548773922374,-0.870192072088865,1.84476805009446","4243.7595543568,12.8474648059365,0.135890660107311,0.987438213644071,167.87989187387,1.69345924553302,13.0106302416355",
180,21601390,21603732,35104074,positive,2502,inverse_plateau,1.92110573686659,TRUE,TRUE,0,1167,2502,1,72.8526985946827,10.8199295416975,24900.3659680369,"1,2,3,4,5,6,7","-0.53781532016518,0.0544458122029328,-2.32789760927799,-2.43822659856752,-0.781051104529923,4.28843957512168,-0.504032628040258","-2.15947119215821,-0.906198426120031,-4.26510054199397,-3.70748230178205,-1.41656375199046,3.91366609091967,-1.2935487632208","0.584022762421009,1.05595525497432,0.0975005159421488,0.087315559780251,0.45792443180973,72.8526985946827,0.604089672272161",
181,21601428,21601435,36516876,positive,0,uniform,1.33823498214285,FALSE,FALSE,0,777,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
182,21604344,21604417,35104161,positive,573,increase,1.3699111075451,TRUE,TRUE,0,58,573,3,2617.90283424169,434.460781968893,7679.01882739696,"1,2,3,4,5,6,7","-5.12861565838609,-2.64254744641389,-0.0641928783761916,2.74715492401739,5.97318704453689,7.87012883128211,2.63577431316875","-38.1811098297644,-25.007867566739,-13.8247602408332,-3.92042752449186,4.24019271694174,6.32090583481157,0.961313032718742","0.00592475668642703,0.0711797118985506,0.937824096096302,15.5981906572207,392.755407184027,2617.90283424169,13.9541131346306",
183,21600083,21602735,36416501,positive,2046,decrease,1.18111622807512,TRUE,TRUE,0,306,2046,6,135.773644870154,42.3721024977615,23144.7980426108,"1,2,3,4,5,6,7","4.91098912316886,4.54178881968179,3.72636943235613,2.70242694303614,1.91293273263335,0.963422407339712,0.126634475783983","2.91581335138071,3.39822239116093,2.91712488906658,2.04431795733354,1.32854155933941,0.307127475670143,-1.22970859735709","135.773644870154,93.8585460556155,41.5280636969912,14.9158878428347,6.77292287222831,2.62065007529989,1.13500207120734",
184,21601129,21603929,45885570,positive,5385,plateau,1.47455567866564,TRUE,TRUE,0,1506,5385,3,342.57569131993,50.4766064710056,50386.0597184001,"1,2,3,4,5,6,7","-2.26386045015138,0.138945957275864,0.804902237390963,-0.573239431794499,5.83649262984068,0.982812826066327,1.395107373554","-15.4328370104693,-4.83900983210332,-1.26722053867312,-2.51841304139708,5.42196520690186,0.511139052165206,0.566325296668726","0.103948421482039,1.14906199988491,2.23647784422293,0.563696421700189,342.57569131993,2.6719614443654,4.03540784545299",
185,21603288,21603497,37219907,positive,3948,inverse_plateau,5.21291592286105,TRUE,TRUE,0,274,3948,3,1144.86020174014,166.054663384641,39619.3628763757,"1,2,3,4,5,6,7","1.92537232541508,1.66127129047941,1.20172216287016,-0.446860290894354,-0.839200850354251,7.0430378139841,0.00120996642510196","-11.3849335597125,0.306856088116548,0.165325937381307,-1.26251180103962,-1.52733989490496,4.99942083640303,-1.5353478721706","6.85770148718229,5.26600120804838,3.32583963112904,0.639633264624049,0.432055662631511,1144.86020174014,1.0012106987298",
186,21601392,21601431,36110974,positive,0,uniform,5.4110728400692,FALSE,FALSE,0,514,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
187,21603724,21603795,43053848,positive,842,increase,1.75213741244606,TRUE,TRUE,0,27,842,3,5927.63154156481,2363.44097766161,11186.3113537734,"1,2,3,4,5,6,7","5.88134151365555,7.09980422199057,8.13167357626769,8.68738000943771,8.38130249185862,7.00593275449752,5.18235295432771","-7.17507734033609,-3.06395283563203,-0.155834239257734,1.67350118611072,2.48626811814909,2.05714164585084,-0.400671594534514","358.289569804,1211.72982121648,3400.48577795536,5927.63154156481,4364.69019894258,1103.15855136859,178.101382779483",
188,21601518,21603929,35104125,positive,351,decrease,1.91112388360004,TRUE,TRUE,0,210,351,6,1852.44271744445,370.716187410339,5066.51243831243,"1,2,3,4,5,6,7","3.9342518576834,7.52426043493477,6.45698565539327,3.09148125419255,3.2500591675842,1.76939291691655,-0.445837234033492","0.921692041677467,5.48890041934175,5.14043257069459,1.73393979023624,2.3981550955434,0.212911487004253,-6.30451599119381","51.1238877018572,1852.44271744445,637.137606747028,22.0096557366708,25.7918659144459,5.86729034725369,0.640287980672627",
189,21604399,21604422,37622449,positive,3168,plateau,3.05285215333528,TRUE,TRUE,0,316,3168,2,248.287649718858,36.4072263136966,33777.9543116722,"1,2,3,4,5,6,7","-23.931050258538,-17.0457086835757,-9.6622398706631,-1.01683525532642,5.51458795192491,-0.0511265063837323,1.65841365843219","-76.6340787804972,-48.076868911885,-23.7075973721561,-4.44274030139241,4.90106744162084,-1.47793538264147,0.890455590750747","4.04461256372501e-11,3.95496622111019e-08,6.36418127368587e-05,0.36173793878471,248.287649718858,0.950158461818025,5.25097439501264",
190,21603082,21603756,35104113,positive,1100,inverse_plateau,7.42450064883798,TRUE,TRUE,0,45,1100,2,10695.2632337183,1570.95552818771,13853.2222934954,"1,2,3,4,5,6,7","9.277556233997,4.92548906710505,0.900815606283008,-0.644870324776409,2.00225049383428,5.02606200292468,-0.0568089899676023","-3.73952852830081,-0.667545554651763,-4.05618878641189,-4.0586652836847,1.18867544476074,2.98732360970915,-2.95100219163888","10695.2632337183,137.756697439982,2.4616099972113,0.524730582250515,7.40570384992656,152.331947212724,0.944774513543091",
191,21600083,21601161,35205038,positive,0,uniform,1.04188822184406,FALSE,FALSE,0,198,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
192,21603448,21604712,36919127,positive,1761,increase,2.5493770725465,TRUE,TRUE,0,101,1761,3,1296.35318758555,200.888668837807,19429.1849588912,"1,2,3,4,5,6,7","-8.87678110308677,-4.55124089884485,-0.102760851457715,4.65631511301932,7.16731036107019,1.02951109541503,-0.0973706390954892","-47.8229892060416,-28.2473691829684,-11.7958412010139,0.971292217916091,5.58488896300916,0.30853627468587,-1.03857071999105","0.000139592777917893,0.0105540996846241,0.902342741631472,105.247541436796,1296.35318758555,2.7996967154813,0.907219692725352",
193,21602732,21603756,42890355,positive,952,decrease,2.11056375497939,TRUE,TRUE,0,417,952,1,37.6503766587253,5.63667410535045,11255.5818689885,"1,2,3,4,5,6,7","-5.99434598031135,-0.0987731065614543,3.62834295841167,-0.656947365113984,-3.18251457939761,-1.7554607193262,-1.80083624871381","-15.0051021455039,-2.61742276252529,2.24519203551674,-1.37614489183257,-4.25461479929574,-2.51036431459582,-3.38139913074835","0.00249280678535223,0.905948238416877,37.6503766587253,0.518431503518724,0.0414812160547633,0.172827598931579,0.16516071502055",
194,21604417,21604711,36718301,positive,1709,plateau,1.0153319966048,TRUE,TRUE,0,63,1709,4,7.1824636098436,3.32424900324212,20354.4643165135,"1,2,3,4,5,6,7","0.0168836749407353,0.347839241878678,0.678090796240714,1.00588864982557,1.32773537397364,1.64428533165803,1.97164244535567","-1.11868912244066,-0.570870934254943,-0.115558238916851,0.285966980906332,0.66734518324334,1.01347137490398,1.25487780015795","1.01702700971683,1.41600459720319,1.97011279260576,2.73433606075854,3.77249042659087,5.17730852597604,7.1824636098436",
195,21602978,21603312,36919046,positive,1701,inverse_plateau,2.7985976508987,TRUE,TRUE,0,214,1701,1,71.0904459542589,10.2992376013353,19279.3070941189,"1,2,3,4,5,6,7","-19.043768606818,-16.3766427600755,-13.2172358629057,-8.80907041754405,-2.15862235927404,4.26395295301581,-0.118128486644493","-73.0424630531067,-52.8590502053122,-35.6335972911203,-19.8093658328835,-5.34275946433495,3.71807493676855,-1.02930039725032","5.36285900926758e-09,7.72172653820344e-08,1.81897780019101e-06,0.00014937204505331,0.115484107109229,71.0904459542589,0.888581874376189",
196,21602256,21604229,36211181,positive,0,uniform,1.03159545734525,FALSE,FALSE,0,168,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
197,21603140,21603896,35104874,positive,439,increase,3.39059562683726,TRUE,TRUE,0,182,439,2,78.2968174231834,14.5865672070474,5924.60552141601,"1,2,3,4,5,6,7","0.646038739642222,2.80148054362778,-0.211083546285416,1.38727069723844,4.36050695623433,-1.49374821106355,-0.931327815488911","-3.63354285901788,0.842609990763965,-3.04822129310057,-0.840254552007664,2.57071059387526,-4.02274371595223,-3.46446801180323","1.9079678821739,16.4690118203937,0.809706416091987,4.00390725155922,78.2968174231834,0.224529492422326,0.394030163507502",
198,21602737,21603448,35809130,positive,1123,decrease,1.03520761683494,TRUE,TRUE,0,397,1123,3,508.562913642075,107.916598821881,13827.6102449148,"1,2,3,4,5,6,7","1.83392385729791,6.23158893181198,5.45363931538642,1.48595311073598,-1.15018340379277,0.251763882526121,-0.0345431952305519","-0.937992425451279,4.52179065967644,4.29989638692464,0.680389753702533,-2.5789087033195,-0.384415271803538,-1.19440012488214","6.25839559351951,508.562913642075,233.606789550063,4.41917536967133,0.316578702319642,1.2862922853406,0.96604661017919",
199,21601518,21601534,36313534,positive,1861,plateau,4.0864039546579,TRUE,TRUE,0,700,1861,2,114.252248651323,17.1932345233285,21044.8083142492,"1,2,3,4,5,6,7","-0.136713960486913,0.885025235030746,-0.383715929313302,-0.400959176877722,4.73840871143028,0.199452389142056,-1.45503855596453","-1.45924509994517,0.220113622197271,-1.34759029384695,-1.43189562869962,3.94102576530936,-0.588455207308817,-3.39125679845196","0.872219679746113,2.42304553634266,0.681324944136743,0.669677398802263,114.252248651323,1.22073408785015,0.23339136509848",
200,21603896,21603929,37019261,positive,359,inverse_plateau,2.65832549576324,TRUE,TRUE,0,365,359,1,19.195883992736,3.12253302051501,3886.57380651712,"1,2,3,4,5,6,7","-0.0490896282072422,-0.0936645855454454,-1.99005703558679,-2.40670348896686,-0.890073079094142,2.95469588067371,-1.82177759073898","-4.25743360931669,-1.44512470324716,-4.08290203278594,-4.10983611121011,-1.60790684162573,2.45986816138837,-3.22288395143647","0.952095791235304,0.910588135447385,0.136687629164057,0.0901118602291651,0.410625743498468,19.195883992736,0.161737991294751",
201,21604348,21604571,36718301,positive,0,uniform,1.66329158221682,FALSE,FALSE,0,257,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
202,21600096,21604432,37220005,positive,44,increase,2.95855308940019,TRUE,TRUE,0,26,44,3,85068721.0315476,13371569.918862,556.118917790887,"1,2,3,4,5,6,7","2.84479301510363,5.66436909398314,8.40494006120222,10.9845422966395,13.4530098914704,15.8661158161725,18.2589699705326","-6.93341907167314,-1.13197374412479,1.69456042739434,1.886506464335,1.0488304608899,-0.347117805747404,-2.277214692769","17.1979985745425,288.405966645984,4469.08988263298,58955.7414598086,695933.84984287,7772604.11533589,85068721.0315476",
203,21601423,21602737,36110229,positive,907,decrease,1.21432441783448,TRUE,TRUE,0,1257,907,2,1256.61401171579,209.915201125203,10411.4940118165,"1,2,3,4,5,6,7","0.811791269850822,7.13617609040468,5.33510982753384,0.688918351615538,-2.03895482829152,-0.398616438780384,-1.3785298823906","-1.74714717152,6.17447223611433,4.67819930989847,-0.0628819665792069,-3.66674354279849,-1.2968911425873,-4.54448806779801","2.25193820500709,1256.61401171579,207.495536279603,1.99156019992401,0.130164684253711,0.67124811672933,0.251948675115572",
204,21603312,21603356,42889536,positive,908,plateau,4.13571832908689,TRUE,TRUE,0,1078,908,2,36.8685977039078,11.8897048747498,7379.6646877348,"1,2,3,4,5,6,7","2.60767660495879,3.60736017799707,-1.47048879694064,-1.42198569395397,3.46844117041964,-1.97698076317789,-2.34732398392718","-2.04992097245755,2.05588623919781,-4.20546227129087,-2.56960755785959,3.06972193714969,-2.43707819456443,-3.17614915255056","13.5674915610633,36.8685977039078,0.229813125775695,0.241234523056657,32.0866857650667,0.138486730975156,0.0956247134035316",
205,21604344,21604348,37320170,positive,3875,inverse_plateau,1.4631093472345,TRUE,TRUE,0,4271,3875,0,53562.9176609809,8137.57258925025,29320.2330866321,"1,2,3,4,5,6,7","6.06377505511492,7.2305106552254,6.2048814247311,5.43070184249937,6.61455343527937,10.8886122729477,4.78604141395132","-9.80907915342048,-8.0817549396575,-9.13926800320274,-9.94048161940181,-8.67355889439945,-4.39373708374651,-10.5152433022833","429.995633985908,1380.92750191107,495.160238700597,228.309426464997,745.871576021775,53562.9176609809,119.826086686544",
206,21601423,21602730,35909501,positive,0,uniform,1.43597958594811,FALSE,FALSE,0,2131,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
207,21603641,21604051,36516959,positive,3043,increase,1.28131672864159,TRUE,TRUE,0,772,3043,0,52349.1403531567,7732.73835951793,28887.7195688436,"1,2,3,4,5,6,7","-1.02201725403993,1.51428869492126,3.37365078982501,3.64435242156333,7.43700032364373,10.8656907950207,2.30548726452064","-33.7970247444481,-29.3963920925908,-27.543377663131,-27.2619868689646,-23.4394076178317,-20.0334121504301,-28.5759688643825","0.359868261767135,4.54618625112096,29.1848806677187,38.2579897787212,1697.65017464041,52349.1403531567,10.0290638690331",
208,21603448,21604344,35708171,positive,1301,decrease,2.70218259214721,TRUE,TRUE,0,1469,1301,4,5878.04197279046,1043.0788892783,15131.1645326815,"1,2,3,4,5,6,7","4.38029260810018,8.67897898761183,7.19388759346031,1.98431148507373,0.300180071083677,-0.276424914151284,1.09782348576489","1.60976177147634,7.5486090015249,6.41454202271716,1.07345447815701,-0.83071871172311,-1.3935525885836,-0.0332674494512728","79.8613980785406,5878.04197279046,1331.26858970822,7.27403737760998,1.3501019000006,0.758490568901692,2.99763452436003",
209,21603285,21603911,35809327,positive,13266,plateau,2.35480864837132,TRUE,TRUE,0,115,13266,3,9826712.74954622,1949776.40823469,104640.332580477,"1,2,3,4,5,6,7","16.1006150261802,14.9586271029094,13.3726953595626,10.6594150571187,5.91853551072224,0.449322238704903,1.02870285917335","-18.7670191630648,-8.83885779156872,-1.57497748272451,2.88713590275239,3.27192941561724,-0.317391868751721,0.245703051788125","9826712.74954622,3136528.28003632,642225.880491147,42591.7161646153,371.866720080487,1.56724960432109,2.79743481332891",
