triplet_id,drugA,drugB,meddra,type,N,dynamic,fold_change,model_success,injection_success,n_injected,n_coadmin,n_events,n_stages_significant,max_ior,mean_ior,model_aic,stage,log_ior,log_ior_lower90,ior_values,message
255,21601435,21602735,35204948,positive,3342,inverse_plateau,1.14108388125896,TRUE,TRUE,0,569,3342,4,332.038510849401,50.5864664416962,34578.7659808556,"1,2,3,4,5,6,7","0.910827325498462,1.74480052685635,1.40601263519341,1.43192516204951,1.61457691415325,5.80525095872375,-0.573681157839038","-4.66904171706178,0.490433199298337,-0.0122231537796618,0.502990744120388,0.796192875512609,5.37143998972293,-3.09349523237191","2.4863787272166,5.72475942576168,4.07965585336671,4.18675161364517,5.02576114518592,332.038510849401,0.563447477296172",
256,21604344,21604348,35205232,positive,0,uniform,3.10085717401334,FALSE,FALSE,0,4271,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
257,21601390,21603749,35809120,positive,1164,increase,3.24592490731401,TRUE,TRUE,0,431,1164,1,45.5932671048552,6.7551135315473,13855.216651754,"1,2,3,4,5,6,7","-1.43826713871554,-2.02536600434193,-3.13873798293585,-0.162546685913227,3.81976005440951,-0.845063627864652,-7.82528161214121","-6.43146972295612,-3.92862664178779,-5.20220954129766,-0.758357784296175,3.24130609073627,-1.81590439435014,-15.2373685769147","0.237338677552231,0.13194554170793,0.0433374560139827,0.84997640737429,45.5932671048552,0.429530027262805,0.000399506064702419",
258,21603732,21603756,42889636,positive,2715,decrease,1.4861565704147,TRUE,TRUE,0,180,2715,4,915.190333386003,259.723062717541,15294.7291550598,"1,2,3,4,5,6,7","3.21029995679186,6.75260456254379,6.81913205827299,3.06894502144209,-1.29093791029033,-5.47189095854664,-9.56897550138262","1.50376697893603,4.48084519714245,5.01352713318461,1.32266147956078,-6.88844669993314,-17.4848107813066,-29.6013271780341","24.7865199946461,856.286111364755,915.190333386003,21.51918841322,0.275012724826332,0.00420327641691489,6.98629214108814e-05",
259,21601390,21604348,35204948,positive,3222,plateau,1.31214465635518,TRUE,TRUE,0,142,3222,3,7903.0842622973,1186.03149205132,34311.9830780365,"1,2,3,4,5,6,7","8.97500837521283,3.89010074073784,-0.390406173001958,0.4652155933322,5.82766418427771,2.12499010823925,-4.28147755783045","-2.71305665941046,2.21627250706166,-4.56626657696092,-1.90170830590132,5.16594182977515,1.36226648215026,-13.6364682260898","7903.0842622973,48.9158140907279,0.676781928116632,1.59235745353245,339.564591699885,8.37281466583813,0.0138222238557717",
260,21602485,21603080,36918858,positive,5145,inverse_plateau,1.03787171343962,TRUE,TRUE,0,91,5145,4,262349.48759658,97351.5417782937,47705.6957420222,"1,2,3,4,5,6,7","10.1437014746448,11.4307874863055,12.3817601437939,12.4774328159838,11.030700085201,7.25124917946923,0.973483828627798","-16.252279340371,-8.17190191017571,-2.13816280368005,2.03926735695042,4.35838441989154,3.91960693757322,0.294254814334895","25430.4225542051,92114.4851590854,238413.095581211,262349.48759658,61740.7894833731,1409.86492296735,2.64715063283423",
261,21602734,21603756,35104243,positive,0,uniform,1.76050714279215,FALSE,FALSE,0,343,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
262,21604432,21604433,37220005,positive,59,increase,2.28506764888129,TRUE,TRUE,0,60,59,2,1537250.26224859,345882.263264385,586.707673706306,"1,2,3,4,5,6,7","5.22442337589931,8.6663582357144,11.0774662127599,10.8523663166114,13.5257658020188,14.2455058344116,9.48249747766517","-10.003790973845,-4.75059607520167,-2.37794028889489,-2.37293571471023,0.0388759242996564,0.373822557736792,-3.94900247024044","185.754029388696,5804.32283738501,64696.7477596721,51656.2418697202,748454.581781976,1537250.26224859,13127.9323239591",
263,21601423,21601428,35708208,positive,11684,decrease,2.62745374559722,TRUE,TRUE,0,1177,11684,2,141.767243361193,21.2792156480092,95017.4185521579,"1,2,3,4,5,6,7","-7.30507142300275,0.108414098412732,4.95418658149663,0.999917434232818,0.345227796114018,-0.141413486217607,0.0710040805274388","-14.6598978687594,-0.853452592572134,4.17805276180516,0.565500603813882,-0.126390843770872,-0.710578908696327,-0.829231968791482","0.000672121504845956,1.11450916631978,141.767243361193,2.71805740069961,1.41231160212201,0.868130277570089,1.07358560665495",
264,21604422,21604425,35809367,positive,234,plateau,1.50886840807895,TRUE,TRUE,0,261,234,1,4.49979760454218,0.72872169551645,2396.8216989408,"1,2,3,4,5,6,7","-2.53829738823341,-2.14207111236376,-2.81349319053886,-1.88745590781528,1.50403241899638,-1.64869655575482,-6.82161103492507","-6.61963280597292,-3.25159447682242,-4.28626167491607,-2.96227573677094,0.805733988593941,-2.69184725081586,-12.5152021884636","0.0790007930282353,0.117411418788225,0.0599950517773227,0.151456638758396,4.49979760454218,0.192300398183058,0.00108996353772933",
265,21604529,21604559,36918912,positive,332,inverse_plateau,1.0870276285736,TRUE,TRUE,0,129,332,1,10.7387031648534,1.55558783780177,3983.06223441479,"1,2,3,4,5,6,7","-15.3596058017899,-13.2178736866002,-10.6979927747531,-7.21812897930247,-2.01284725913576,2.37385433363862,-4.13228393481554","-68.77582028914,-49.3695479105674,-32.9901793890411,-18.2557756533088,-5.28535845745299,1.70045045151977,-7.68585153203317","2.13504953788628e-07,1.81781798296904e-06,2.25902361284322e-05,0.000733172918069064,0.13360771679103,10.7387031648534,0.0160461884908236",
266,21603756,21603929,35104877,positive,0,uniform,1.01756928053995,FALSE,FALSE,0,457,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
267,21600096,21603929,36110552,positive,1762,increase,1.11118222586811,TRUE,TRUE,0,383,1762,3,4593.1837737748,705.385980874169,18171.1801014124,"1,2,3,4,5,6,7","1.70051798781574,3.78983968818465,0.152206714188077,-0.748755541440945,5.67652083483583,8.43232869523334,0.201033440132992","-2.41749314761662,0.677506180512068,-3.30095542589694,-3.19948293373104,5.04590983153366,7.34427601739431,-1.31879365507622","5.4767835642681,44.2493060207757,1.16440090974462,0.472954759263993,291.931981433087,4593.1837737748,1.2226656572419",
268,21600575,21603080,35104877,positive,1963,decrease,3.07244347747111,TRUE,TRUE,0,78,1963,2,3.23325285443836,1.9150197782546,22329.1634915272,"1,2,3,4,5,6,7","0.844120958198897,1.04894971440505,1.17348870615157,1.00298469398668,0.4318602532869,-0.598283498902047,-1.74285283415126","-1.89695527314129,-0.48718385934938,0.140699255387968,0.00289756005370667,-0.343676257180999,-1.90557054025863,-4.69347302935045","2.32593232392679,2.85465134384404,3.23325285443836,2.72640718771001,1.54011987343172,0.54975448083547,0.175020383595813",
269,21603448,21604344,36516837,positive,1356,plateau,1.1546432000434,TRUE,TRUE,0,1469,1356,3,790.822365418156,118.374509830093,14365.9696324109,"1,2,3,4,5,6,7","2.75631204601061,2.6023621819139,-0.465121361390163,0.752361129937418,6.67307337291241,0.673982119491743,1.34803279470869","-3.30526119541467,0.66822623834943,-4.70480399918438,-1.64486777418214,6.00990602738048,-0.161877897054063,0.41886219732244","15.7416811693314,13.4955794262548,0.628058878465649,2.12200443444485,790.822365418156,1.96203484218927,3.8498446418093",
